label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
semibreve,0.858887,8,853,358,889,378,"[['8', 1.0], ['7', 2.746702e-11], ['9', 9.967306e-12]]","[823, 829, 835, 841, 847, 853, 859, 865, 871, 877, 884, 890, 896, 902, 908]",152.0
minim rest,0.510254,,837,376,900,387,[],"[822, 828, 834, 840, 847, 853, 859, 865, 871, 877, 884, 890, 896, 902, 908]",165.0
semibreve,0.835449,9,858,384,893,403,"[['9', 1.0], ['10', 1.4638694e-10], ['13', 2.33477e-12]]","[822, 828, 834, 840, 847, 853, 859, 865, 871, 877, 883, 889, 895, 901, 907]",156.0
minim,0.821289,10,843,399,900,417,"[['10', 1.0], ['11', 1.9541176e-08], ['9', 1.843238e-09]]","[822, 828, 834, 840, 847, 853, 859, 865, 870, 876, 883, 889, 895, 901, 907]",154.0
minim,0.803223,7,825,412,881,430,"[['7', 1.0], ['8', 3.64875e-10], ['6', 1.9698064e-10]]","[822, 828, 834, 840, 846, 852, 858, 864, 870, 876, 883, 889, 895, 901, 907]",150.0
minim,0.837402,7,826,429,881,447,"[['7', 0.99999964], ['8', 3.9283827e-07], ['6', 6.3336216e-12]]","[822, 828, 834, 840, 846, 852, 858, 864, 870, 876, 883, 889, 895, 901, 907]",155.0
semibreve,0.853027,8,851,445,887,465,"[['8', 1.0], ['7', 1.3132099e-11], ['9', 2.2903616e-13]]","[822, 828, 834, 840, 846, 852, 858, 864, 870, 876, 883, 889, 895, 901, 907]",158.0
semibreve,0.671875,12,879,455,907,475,"[['12', 0.9999963], ['7', 3.596426e-06], ['13', 1.296733e-07]]","[822, 828, 834, 840, 846, 852, 858, 864, 870, 876, 883, 889, 895, 901, 907]",157.0
semibreve rest,0.273193,,837,471,905,484,[],"[821, 827, 833, 839, 846, 852, 858, 864, 870, 876, 883, 889, 895, 901, 907]",155.0
semiminim,0.821289,12,858,481,906,495,"[['12', 1.0], ['13', 1.0547692e-11], ['11', 3.7369997e-15]]","[821, 827, 833, 839, 846, 852, 858, 864, 870, 876, 883, 889, 895, 901, 907]",136.0
semiminim,0.84668,11,850,495,905,511,"[['11', 1.0], ['12', 3.050275e-09], ['10', 9.802942e-11]]","[821, 827, 833, 839, 846, 852, 858, 864, 870, 876, 883, 889, 895, 901, 907]",135.0
semiminim,0.844727,10,842,510,897,526,"[['10', 0.9999715], ['11', 2.8330196e-05], ['9', 8.9326946e-08]]","[821, 827, 833, 839, 846, 852, 858, 864, 870, 876, 883, 889, 895, 901, 907]",144.0
semiminim,0.820801,9,838,525,892,541,"[['9', 1.0], ['10', 3.5382913e-10], ['8', 5.694779e-11]]","[821, 827, 833, 839, 846, 852, 858, 864, 870, 876, 882, 888, 894, 900, 906]",141.0
semiminim,0.824219,8,829,540,887,556,"[['8', 1.0], ['7', 2.7399552e-09], ['9', 1.6047007e-10]]","[821, 827, 833, 839, 845, 851, 857, 863, 870, 876, 882, 888, 894, 900, 906]",141.0
semiminim,0.858887,7,822,556,882,573,"[['7', 1.0], ['6', 6.509369e-13], ['8', 9.157253e-15]]","[821, 827, 833, 839, 845, 851, 857, 863, 869, 875, 882, 888, 894, 900, 906]",141.0
minim,0.840332,6,819,571,873,588,"[['6', 1.0], ['7', 1.6952808e-09], ['5', 1.0451358e-09]]","[820, 826, 832, 838, 845, 851, 857, 863, 869, 875, 881, 887, 893, 899, 905]",153.0
point,0.346191,,837,578,868,594,[],"[820, 826, 832, 838, 845, 851, 857, 863, 869, 875, 881, 887, 893, 899, 905]",151.0
point,0.779785,,844,583,863,597,[],"[820, 826, 832, 838, 845, 851, 856, 862, 868, 874, 881, 887, 893, 899, 905]",148.0
point,0.779785,,844,583,863,597,[],"[820, 826, 832, 838, 844, 850, 856, 862, 868, 874, 881, 887, 893, 899, 905]",142.0
point,0.215942,,836,588,871,604,[],"[820, 826, 832, 838, 844, 850, 856, 862, 868, 874, 881, 887, 893, 899, 905]",139.0
semiminim,0.834961,7,825,592,880,609,"[['7', 1.0], ['8', 3.490052e-14], ['6', 9.658861e-15]]","[820, 826, 832, 838, 844, 850, 857, 863, 868, 874, 881, 887, 893, 899, 905]",142.0
semibreve,0.82959,8,851,606,884,623,"[['8', 1.0], ['7', 8.333219e-13], ['9', 5.2488634e-13]]","[820, 826, 832, 838, 844, 850, 857, 863, 868, 874, 881, 887, 893, 899, 905]",155.0
minim,0.840332,9,834,621,891,637,"[['9', 0.9999012], ['10', 5.18823e-05], ['8', 3.078002e-05]]","[820, 826, 832, 838, 844, 850, 856, 862, 868, 874, 880, 886, 892, 898, 904]",150.0
minim,0.851562,8,829,634,883,651,"[['8', 0.9999964], ['9', 1.842208e-06], ['7', 1.5379605e-06]]","[819, 825, 831, 837, 844, 850, 856, 862, 867, 873, 880, 886, 892, 898, 904]",155.0
minim,0.753418,5,813,648,867,664,"[['5', 1.0], ['6', 6.3813815e-10], ['11', 2.0373742e-12]]","[819, 825, 831, 837, 844, 850, 856, 862, 868, 874, 880, 886, 892, 898, 904]",152.0
point,0.574219,,827,653,859,668,[],"[819, 825, 831, 837, 844, 850, 856, 862, 868, 874, 880, 886, 892, 898, 904]",146.0
point,0.722656,,834,657,853,671,[],"[820, 826, 832, 838, 844, 850, 856, 862, 868, 874, 880, 886, 892, 898, 904]",146.0
semiminim,0.664551,6,821,666,872,681,"[['6', 0.996657], ['5', 0.0033427698], ['12', 1.9503481e-07]]","[820, 826, 832, 838, 844, 850, 856, 862, 868, 874, 880, 886, 892, 898, 904]",142.0
point,0.174438,,820,666,867,680,[],"[819, 825, 831, 837, 844, 850, 856, 862, 868, 874, 880, 886, 892, 898, 904]",136.0
semiminim,0.847656,7,821,678,879,694,"[['7', 1.0], ['6', 1.4676301e-13], ['8', 4.6587995e-14]]","[819, 825, 831, 837, 844, 850, 856, 862, 868, 874, 880, 886, 892, 898, 904]",143.0
semiminim,0.86084,8,826,692,886,708,"[['8', 1.0], ['7', 1.882426e-10], ['9', 1.8072892e-10]]","[819, 825, 831, 837, 844, 850, 856, 862, 868, 874, 880, 886, 892, 898, 904]",140.0
minim,0.834473,7,821,706,878,724,"[['7', 1.0], ['8', 1.3936337e-12], ['6', 1.0176395e-13]]","[819, 825, 831, 837, 843, 849, 855, 861, 867, 873, 880, 886, 892, 898, 904]",150.0
minim,0.860352,8,827,721,884,738,"[['8', 1.0], ['9', 3.2709195e-13], ['3', 1.5781023e-14]]","[819, 825, 831, 837, 843, 849, 855, 861, 867, 873, 880, 886, 892, 898, 904]",152.0
point,0.758301,,856,731,875,746,[],"[819, 825, 831, 837, 843, 849, 855, 861, 867, 873, 880, 886, 892, 898, 904]",142.0
semiminim,0.851562,9,829,743,891,760,"[['9', 1.0], ['8', 3.9173123e-08], ['10', 3.4803668e-10]]","[819, 825, 831, 837, 843, 849, 855, 861, 867, 873, 879, 885, 891, 897, 903]",146.0
semibreve,0.773438,9,853,758,891,778,"[['9', 1.0], ['10', 1.1290716e-10], ['13', 1.6267718e-14]]","[818, 824, 830, 836, 843, 849, 855, 861, 867, 873, 879, 885, 891, 897, 903]",155.0
minim,0.858398,10,836,777,895,795,"[['10', 0.99997246], ['9', 1.7941584e-05], ['11', 9.163227e-06]]","[818, 824, 830, 836, 843, 849, 855, 861, 867, 873, 879, 885, 891, 897, 903]",147.0
breve,0.77832,9,856,793,888,815,"[['9', 1.0], ['8', 2.8382163e-13], ['10', 1.3061777e-15]]","[818, 824, 830, 836, 843, 849, 855, 861, 867, 873, 879, 885, 891, 897, 903]",142.0
breve rest,0.624023,,827,810,897,823,[],"[818, 824, 830, 836, 843, 849, 855, 861, 867, 873, 879, 885, 891, 897, 903]",153.0
semibreve rest,0.443359,,831,820,895,831,[],"[818, 824, 830, 836, 843, 849, 855, 861, 867, 873, 879, 885, 891, 897, 903]",152.0
minim rest,0.449951,,832,827,892,837,[],"[818, 824, 830, 836, 842, 848, 854, 860, 867, 873, 879, 885, 891, 897, 903]",161.0
minim,0.859375,9,834,836,891,854,"[['9', 0.9999869], ['10', 1.2714108e-05], ['8', 4.0140227e-07]]","[818, 824, 830, 836, 842, 848, 854, 860, 867, 873, 879, 885, 891, 897, 903]",152.0
minim,0.828125,8,827,852,884,871,"[['8', 1.0], ['7', 4.1791117e-09], ['9', 3.3010663e-09]]","[818, 824, 830, 836, 842, 848, 854, 860, 866, 872, 879, 885, 891, 897, 903]",155.0
minim,0.844238,6,820,869,872,888,"[['6', 0.9997191], ['7', 0.0002478688], ['3', 3.1872773e-05]]","[818, 824, 830, 836, 842, 848, 854, 860, 866, 872, 879, 885, 891, 897, 903]",155.0
custos,0.520996,,832,887,868,915,[],"[818, 824, 830, 836, 842, 848, 854, 860, 866, 872, 879, 885, 891, 897, 903]",163.0
