label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
f clef,0.653809,7,849,199,886,235,[0.99],"[824, 830, 836, 842, 848, 854, 860, 866, 871, 877, 884, 890, 896, 902, 908]",156.0
minim rest,0.52002,,837,235,894,244,[],"[824, 830, 836, 842, 848, 854, 859, 865, 871, 877, 884, 890, 896, 902, 908]",180.0
semibreve,0.76123,6,842,243,876,260,"[['6', 0.9999987], ['7', 1.2971337e-06], ['0', 4.0913237e-09]]","[824, 830, 836, 842, 849, 855, 860, 866, 872, 878, 884, 890, 896, 902, 908]",148.0
minim,0.822754,7,828,257,884,275,"[['7', 1.0], ['8', 9.735016e-09], ['6', 2.51676e-10]]","[824, 830, 836, 842, 848, 854, 860, 866, 872, 878, 884, 890, 896, 902, 908]",152.0
semibreve,0.804199,6,843,272,875,289,"[['6', 0.9999428], ['7', 5.7201938e-05], ['0', 7.150186e-11]]","[824, 830, 836, 842, 848, 854, 860, 866, 872, 878, 884, 890, 896, 902, 908]",153.0
minim,0.787598,9,839,284,897,302,"[['9', 0.9998846], ['8', 0.00011467416], ['10', 6.900969e-07]]","[823, 829, 835, 841, 848, 854, 860, 866, 872, 878, 885, 891, 897, 903, 909]",147.0
minim,0.838867,7,828,298,883,315,"[['7', 1.0], ['8', 3.2883598e-09], ['6', 2.2686164e-11]]","[823, 829, 835, 841, 848, 854, 860, 866, 872, 878, 885, 891, 897, 903, 909]",148.0
minim,0.849121,7,827,315,884,333,"[['7', 1.0], ['8', 1.0043832e-11], ['6', 1.3723912e-12]]","[823, 829, 835, 841, 848, 854, 860, 866, 872, 878, 885, 891, 897, 903, 909]",150.0
semibreve,0.824219,8,854,330,888,347,"[['8', 1.0], ['7', 4.4672774e-10], ['4', 4.7887553e-12]]","[823, 829, 835, 841, 848, 854, 860, 866, 872, 878, 885, 891, 897, 903, 909]",155.0
minim,0.839844,9,837,344,895,362,"[['9', 0.9999938], ['10', 6.209537e-06], ['8', 1.8147366e-09]]","[823, 829, 835, 841, 848, 854, 860, 866, 872, 878, 884, 890, 896, 902, 908]",147.0
