label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.812012,11,390,530,444,555,[0.99],"[362, 368, 375, 381, 387, 393, 400, 406, 412, 418, 424, 430, 436, 443, 449]",133.0
longa,0.84082,8,393,565,453,592,"[['8', 0.9999995], ['9', 5.1191273e-07], ['7', 5.56397e-15]]","[362, 368, 375, 381, 387, 393, 400, 406, 412, 418, 424, 430, 436, 443, 449]",140.0
semibreve rest,0.744141,,368,597,438,611,[],"[362, 368, 375, 381, 387, 393, 400, 406, 412, 418, 424, 430, 436, 443, 449]",130.0
semibreve,0.860352,5,372,617,415,641,"[['5', 1.0], ['4', 6.503474e-13], ['6', 2.6582596e-13]]","[361, 367, 374, 380, 387, 393, 399, 405, 411, 417, 424, 430, 436, 443, 449]",134.0
semibreve,0.843262,5,372,644,415,666,"[['5', 1.0], ['6', 5.684114e-14], ['4', 1.0519025e-18]]","[361, 367, 374, 380, 387, 393, 399, 405, 411, 417, 424, 430, 436, 443, 449]",127.0
point,0.835938,,376,656,397,672,[],"[361, 367, 374, 380, 387, 393, 399, 405, 411, 417, 424, 430, 436, 443, 449]",126.0
point,0.103394,,369,659,404,676,[],"[361, 367, 374, 380, 387, 393, 399, 405, 412, 418, 424, 430, 436, 443, 449]",135.0
minim,0.834473,6,360,671,418,691,"[['6', 1.0], ['5', 7.806454e-11], ['7', 1.6803892e-12]]","[361, 367, 374, 380, 387, 393, 399, 405, 412, 418, 424, 430, 436, 443, 449]",131.0
point,0.158447,,387,688,412,692,[],"[361, 367, 374, 380, 387, 393, 399, 405, 412, 418, 424, 430, 436, 443, 449]",133.0
minim,0.839844,7,363,691,424,711,"[['7', 1.0], ['6', 1.0673211e-10], ['8', 2.7723067e-12]]","[361, 367, 374, 380, 387, 393, 399, 405, 411, 417, 424, 430, 436, 443, 449]",133.0
minim,0.852051,8,370,712,431,733,"[['8', 1.0], ['3', 7.805108e-09], ['2', 6.004323e-09]]","[361, 367, 374, 380, 387, 393, 399, 405, 411, 417, 424, 430, 436, 443, 449]",135.0
minim,0.868164,9,373,737,436,757,"[['9', 0.9999988], ['8', 1.151895e-06], ['10', 2.6353326e-09]]","[361, 367, 374, 380, 387, 393, 399, 405, 412, 418, 424, 430, 436, 443, 449]",137.0
minim,0.85791,10,379,761,443,782,"[['10', 0.99999905], ['11', 9.927251e-07], ['9', 5.4476974e-08]]","[361, 367, 374, 380, 387, 393, 399, 405, 412, 418, 424, 430, 436, 443, 449]",139.0
semibreve,0.859375,11,410,781,450,805,"[['11', 0.9999987], ['12', 9.394502e-07], ['10', 3.8024461e-07]]","[361, 367, 374, 380, 387, 393, 399, 405, 412, 418, 424, 430, 436, 443, 449]",141.0
semibreve,0.797852,7,383,801,426,825,"[['7', 1.0], ['6', 2.0052247e-09], ['3', 2.4201724e-11]]","[361, 367, 374, 380, 387, 393, 399, 405, 411, 417, 424, 430, 436, 443, 449]",140.0
breve,0.78125,6,382,825,413,849,"[['6', 0.9999988], ['7', 1.1848931e-06], ['5', 1.1209545e-11]]","[361, 367, 374, 380, 387, 393, 399, 405, 411, 417, 424, 430, 436, 443, 449]",165.0
point,0.837402,,388,842,408,857,[],"[361, 367, 374, 380, 386, 392, 399, 405, 411, 417, 424, 430, 436, 443, 449]",140.0
point,0.837402,,388,842,408,857,[],"[360, 366, 373, 379, 386, 392, 398, 404, 411, 417, 423, 429, 435, 442, 448]",136.0
semibreve,0.861816,8,389,858,431,882,"[['8', 1.0], ['7', 9.778516e-11], ['9', 2.4792041e-12]]","[360, 366, 373, 379, 386, 392, 398, 404, 411, 417, 423, 429, 435, 442, 448]",136.0
fermata,0.751465,,358,876,399,911,[],"[360, 366, 373, 379, 386, 392, 398, 404, 411, 417, 423, 429, 435, 442, 448]",135.0
fermata,0.751465,,358,876,399,911,[],"[360, 366, 373, 379, 386, 392, 398, 404, 410, 416, 423, 429, 435, 442, 448]",135.0
longa,0.838867,8,394,884,451,908,"[['8', 1.0], ['9', 4.7481728e-12], ['7', 8.164949e-21]]","[360, 366, 373, 379, 386, 392, 398, 404, 410, 416, 423, 429, 435, 442, 448]",144.0
barline,0.827637,,371,904,442,920,[],"[360, 366, 373, 379, 385, 391, 397, 403, 410, 416, 423, 429, 435, 442, 448]",148.0
