label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.816895,11,674,185,728,211,[0.99],"[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",142.0
minim,0.848145,4,653,229,715,250,"[['4', 1.0], ['3', 1.9134956e-11], ['9', 1.0822947e-13]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",144.0
point,0.839844,,660,242,683,260,[],"[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",126.0
semiminim,0.831055,5,657,260,722,281,"[['5', 1.0], ['6', 5.3125616e-12], ['11', 2.685746e-12]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",131.0
minim,0.851562,6,644,283,704,304,"[['6', 1.0], ['12', 2.6734381e-09], ['5', 1.0081558e-09]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",140.0
minim,0.857422,7,647,307,710,328,"[['7', 1.0], ['8', 1.2732054e-10], ['6', 1.07527785e-10]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",137.0
minim,0.848145,4,654,334,716,355,"[['4', 1.0], ['3', 1.2576843e-09], ['5', 3.476197e-12]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",139.0
semiminim,0.863281,5,658,358,723,378,"[['5', 1.0], ['6', 3.4984477e-15], ['11', 1.4773799e-15]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",135.0
semiminim,0.854004,6,664,383,727,403,"[['6', 1.0], ['5', 2.4694365e-11], ['7', 8.256601e-12]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",138.0
semibreve,0.867676,6,663,407,703,431,"[['6', 1.0], ['5', 2.1928357e-09], ['7', 4.624653e-10]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",143.0
minim,0.855469,7,647,434,710,456,"[['7', 1.0], ['6', 3.2425413e-11], ['8', 1.8164142e-12]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",138.0
longa,0.845703,6,664,464,733,491,"[['6', 1.0], ['7', 1.4694888e-11], ['5', 5.88985e-17]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",153.0
semibreve rest,0.657715,,653,497,723,511,[],"[647, 653, 659, 665, 671, 677, 684, 690, 696, 702, 709, 715, 721, 727, 733]",138.0
breve,0.84668,6,666,513,700,541,"[['6', 0.9999169], ['7', 8.309643e-05], ['5', 1.0177549e-13]]","[647, 653, 659, 665, 671, 677, 684, 690, 696, 702, 709, 715, 721, 727, 733]",160.0
semibreve,0.862305,6,663,542,703,566,"[['6', 1.0], ['7', 1.156397e-08], ['5', 2.478293e-11]]","[647, 653, 659, 665, 671, 677, 684, 690, 696, 702, 709, 715, 721, 727, 733]",135.0
semibreve,0.81543,8,676,568,716,592,"[['8', 1.0], ['7', 3.8126e-09], ['4', 4.980546e-11]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",136.0
breve,0.834473,8,679,597,712,625,"[['8', 1.0], ['9', 1.5939553e-12], ['7', 1.2827438e-21]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",166.0
semibreve,0.847168,10,689,627,728,651,"[['10', 1.0], ['11', 1.3016625e-13], ['9', 2.5229715e-16]]","[647, 653, 659, 665, 672, 678, 684, 690, 697, 703, 709, 715, 721, 727, 733]",143.0
fermata,0.785156,,657,650,699,689,[],"[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",145.0
fermata,0.785156,,657,650,699,689,[],"[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",145.0
semibreve,0.834473,11,694,656,733,682,"[['11', 1.0], ['12', 3.2123644e-08], ['5', 2.921349e-09]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",144.0
breve,0.871094,8,680,689,714,719,"[['8', 1.0], ['9', 8.3750555e-11], ['7', 1.5830699e-15]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",166.0
semibreve,0.871582,8,675,726,718,752,"[['8', 1.0], ['7', 1.4905062e-09], ['4', 2.1141837e-11]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",142.0
breve,0.855957,7,673,760,707,788,"[['7', 1.0], ['8', 5.829185e-10], ['9', 1.4411999e-20]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",124.0
breve,0.862793,9,685,793,719,822,"[['9', 1.0], ['10', 5.0530444e-12], ['8', 1.3870987e-13]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",131.0
longa,0.870117,11,655,830,725,857,"[['11', 0.8775306], ['10', 0.12242736], ['12', 3.989823e-05]]","[647, 653, 659, 665, 672, 678, 684, 690, 696, 702, 709, 715, 721, 727, 733]",147.0
barline,0.852051,,654,854,726,875,[],"[647, 653, 659, 665, 671, 677, 684, 690, 696, 702, 709, 715, 721, 727, 733]",131.0
