label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
fermata,0.169312,,480,450,512,474,[],"[595, 604, 613, 622, 632, 641, 648, 657, 667, 676, 684, 693, 702, 711, 720]",145.0
g clef,0.540527,9,465,452,512,472,[1.0],"[597, 606, 615, 624, 632, 641, 649, 658, 667, 676, 684, 693, 702, 711, 720]",145.0
custos,0.208984,,444,455,474,475,[],"[599, 608, 617, 626, 632, 641, 651, 660, 673, 682, 688, 697, 706, 715, 724]",149.0
semiminim,0.796875,6,457,472,517,487,"[['6', 1.0], ['5', 4.7926954e-11], ['7', 2.3962462e-11]]","[609, 618, 627, 636, 648, 657, 658, 667, 684, 693, 702, 711, 720, 729, 738]",140.0
semiminim,0.869141,5,450,485,514,499,"[['5', 1.0], ['11', 3.6771507e-17], ['6', 1.929681e-18]]","[613, 622, 631, 640, 648, 657, 665, 674, 684, 693, 702, 711, 720, 729, 738]",134.0
semiminim,0.859863,4,444,497,507,512,"[['4', 1.0], ['3', 1.939879e-09], ['5', 6.24681e-12]]","[612, 621, 630, 639, 648, 657, 666, 675, 684, 693, 701, 710, 719, 728, 737]",135.0
semiminim,0.833496,3,435,510,504,525,"[['3', 1.0], ['2', 1.3465015e-12], ['12', 4.1117998e-14]]","[612, 621, 630, 639, 646, 655, 666, 675, 683, 692, 701, 710, 719, 728, 737]",134.0
semibreve,0.79541,2,425,524,465,542,"[['2', 1.0], ['1', 1.3969544e-09], ['3', 1.7200342e-13]]","[610, 619, 628, 637, 646, 655, 665, 674, 683, 692, 701, 710, 719, 728, 737]",133.0
minim,0.85498,8,444,537,512,555,"[['8', 0.9978836], ['9', 0.0020578748], ['3', 5.5105367e-05]]","[610, 619, 628, 637, 646, 655, 665, 674, 683, 692, 701, 710, 719, 728, 737]",133.0
semibreve,0.813965,7,460,552,497,570,"[['7', 1.0], ['6', 7.6755455e-09], ['1', 4.389724e-09]]","[610, 619, 628, 637, 645, 654, 663, 672, 681, 690, 700, 709, 718, 727, 736]",128.0
minim,0.773438,6,430,567,490,582,"[['6', 1.0], ['5', 9.502374e-14], ['7', 7.738821e-15]]","[610, 619, 628, 637, 645, 654, 663, 672, 681, 690, 700, 709, 718, 727, 736]",136.0
colored semibreve,0.77832,5,447,579,485,597,"[['5', 1.0], ['6', 6.00578e-12], ['2', 6.388621e-16]]","[609, 618, 627, 636, 645, 654, 663, 672, 681, 690, 700, 709, 718, 727, 736]",123.0
semiminim,0.820801,6,427,595,492,610,"[['6', 1.0], ['5', 3.7219607e-12], ['7', 2.2123935e-15]]","[609, 618, 627, 636, 645, 654, 662, 671, 680, 689, 698, 707, 716, 725, 734]",130.0
semiminim,0.854004,7,432,609,497,624,"[['7', 1.0], ['6', 6.7894154e-12], ['8', 1.535431e-13]]","[609, 618, 627, 636, 644, 653, 662, 671, 680, 689, 698, 707, 716, 725, 734]",129.0
semiminim,0.785156,8,437,622,505,637,"[['8', 1.0], ['9', 2.3889776e-10], ['7', 1.6624999e-10]]","[609, 618, 627, 636, 644, 653, 662, 671, 680, 689, 698, 707, 716, 725, 734]",130.0
semibreve,0.586914,1,434,635,507,654,"[['1', 0.9973028], ['2', 0.0015760114], ['0', 0.00047542455]]","[607, 616, 625, 634, 644, 653, 661, 670, 680, 689, 698, 707, 716, 725, 734]",136.0
colored semibreve,0.439941,4,450,649,495,664,"[['4', 0.84825474], ['5', 0.14950141], ['0', 0.0021546811]]","[607, 616, 625, 634, 644, 653, 660, 669, 679, 688, 697, 706, 715, 724, 733]",121.0
semiminim,0.857422,6,427,660,490,677,"[['6', 1.0], ['5', 4.154335e-15], ['7', 6.604095e-18]]","[607, 616, 625, 634, 642, 651, 660, 669, 679, 688, 697, 706, 715, 724, 733]",129.0
semibreve,0.844727,6,450,675,490,692,"[['6', 1.0], ['5', 1.374124e-10], ['7', 1.369895e-10]]","[606, 615, 624, 633, 642, 651, 660, 669, 679, 688, 697, 706, 715, 724, 733]",143.0
minim,0.799316,7,459,690,525,707,"[['7', 1.0], ['6', 1.8423019e-14], ['8', 4.6980217e-16]]","[606, 615, 624, 633, 642, 651, 659, 668, 677, 686, 695, 704, 713, 722, 731]",137.0
longa,0.854492,6,452,704,525,725,"[['6', 1.0], ['5', 9.32047e-13], ['7', 6.8719e-15]]","[606, 615, 624, 633, 641, 650, 658, 667, 677, 686, 695, 704, 713, 722, 731]",153.0
minim rest,0.388428,,440,722,507,732,[],"[605, 614, 623, 632, 641, 650, 659, 668, 677, 686, 695, 704, 713, 722, 731]",135.0
semibreve,0.847656,6,447,730,487,749,"[['6', 0.9991543], ['5', 0.00076410477], ['7', 4.3103402e-05]]","[605, 614, 623, 632, 641, 650, 658, 667, 676, 685, 694, 703, 712, 721, 730]",131.0
minim,0.858887,8,434,745,504,762,"[['8', 1.0], ['7', 3.717686e-10], ['9', 1.3219106e-10]]","[605, 614, 623, 632, 639, 648, 658, 667, 676, 685, 694, 703, 712, 721, 730]",142.0
semibreve,0.786621,7,452,757,494,775,"[['7', 0.99958855], ['6', 0.00040517127], ['0', 5.149885e-06]]","[603, 612, 621, 630, 639, 648, 658, 667, 676, 685, 694, 703, 712, 721, 730]",126.0
point,0.322998,,452,759,492,777,[],"[603, 612, 621, 630, 639, 648, 658, 667, 676, 685, 694, 703, 712, 721, 730]",125.0
point,0.832031,,459,767,479,782,[],"[603, 612, 621, 630, 639, 648, 657, 666, 676, 685, 693, 702, 711, 720, 729]",120.0
point,0.832031,,459,767,479,782,[],"[603, 612, 621, 630, 639, 648, 657, 666, 674, 683, 693, 702, 711, 720, 729]",120.0
minim,0.788574,9,440,777,507,795,"[['9', 0.9990859], ['8', 0.00072376645], ['10', 0.00014157899]]","[603, 612, 621, 630, 638, 647, 656, 665, 674, 683, 693, 702, 711, 720, 729]",134.0
semibreve,0.835449,9,467,792,507,810,"[['9', 1.0], ['13', 2.506899e-11], ['10', 9.591225e-12]]","[602, 611, 620, 629, 638, 647, 656, 665, 674, 683, 690, 699, 708, 717, 726]",128.0
semibreve rest,0.21167,,447,805,502,817,[],"[602, 611, 620, 629, 638, 647, 656, 665, 674, 683, 693, 702, 711, 720, 729]",128.0
breve rest,0.502441,,440,815,510,829,[],"[602, 611, 620, 629, 638, 647, 655, 664, 673, 682, 691, 700, 709, 718, 727]",122.0
semibreve,0.802734,6,445,827,485,844,"[['6', 0.99974984], ['5', 0.00025019774], ['7', 2.3928076e-10]]","[602, 611, 620, 629, 637, 646, 654, 663, 673, 682, 691, 700, 709, 718, 727]",119.0
minim,0.770508,8,435,840,499,857,"[['8', 1.0], ['9', 1.4816879e-13], ['7', 2.3775222e-14]]","[602, 611, 620, 629, 637, 646, 655, 664, 673, 682, 691, 700, 709, 718, 727]",121.0
minim,0.8125,9,442,852,505,867,"[['9', 0.99983406], ['10', 0.000165903], ['8', 2.7250815e-08]]","[602, 611, 620, 629, 638, 647, 656, 665, 673, 682, 691, 700, 709, 718, 727]",112.0
minim,0.851562,6,427,865,485,882,"[['6', 0.99999976], ['7', 2.776377e-07], ['12', 2.6849234e-10]]","[602, 611, 620, 629, 638, 647, 656, 665, 674, 683, 693, 702, 711, 720, 729]",120.0
custos,0.570801,,459,880,487,902,[],"[603, 612, 621, 630, 639, 648, 657, 666, 674, 683, 693, 702, 711, 720, 729]",169.0
c clef,0.190552,3,447,952,517,962,[0.99],"[602, 611, 620, 629, 638, 647, 656, 665, 674, 683, 692, 701, 710, 719, 728]",151.0
