label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
g clef,0.791992,9,500,328,572,362,[1.0],"[496, 501, 507, 512, 519, 524, 532, 537, 542, 547, 555, 560, 565, 571, 576]",156.0
flat,0.802246,7,497,361,551,377,"[['7', 0.99999905], ['6', 9.0802325e-07], ['12', 5.205254e-08]]","[494, 499, 505, 510, 517, 522, 528, 533, 540, 545, 550, 555, 560, 566, 571]",157.0
minim,0.814941,8,495,378,557,400,"[['8', 0.9984267], ['3', 0.0006763731], ['9', 0.0006297439]]","[494, 499, 505, 510, 517, 522, 529, 534, 540, 545, 550, 555, 560, 566, 571]",151.0
minim,0.796387,5,503,409,565,430,"[['5', 1.0], ['6', 5.0883797e-10], ['11', 1.9718739e-10]]","[494, 499, 505, 510, 517, 522, 529, 534, 539, 544, 550, 555, 560, 566, 571]",156.0
point,0.799805,,504,423,526,439,[],"[494, 499, 505, 510, 517, 522, 528, 533, 539, 544, 550, 555, 560, 566, 571]",156.0
point,0.799805,,504,423,526,439,[],"[494, 499, 505, 510, 517, 522, 528, 533, 539, 544, 550, 555, 560, 566, 571]",156.0
semiminim,0.851074,6,507,441,567,461,"[['6', 0.99999964], ['5', 3.241913e-07], ['13', 5.846453e-10]]","[494, 499, 505, 510, 517, 522, 528, 533, 539, 544, 549, 554, 559, 565, 570]",150.0
minim,0.833984,8,494,468,558,489,"[['8', 0.9864482], ['9', 0.013223011], ['3', 0.00032647318]]","[493, 498, 504, 509, 516, 521, 528, 533, 539, 544, 549, 554, 559, 565, 570]",156.0
semiminim,0.861328,7,493,496,553,516,"[['7', 0.9980478], ['8', 0.0013716419], ['3', 0.0005796335]]","[493, 498, 504, 509, 515, 520, 527, 532, 538, 543, 549, 554, 559, 565, 570]",149.0
semiminim,0.854004,8,495,518,559,538,"[['8', 0.7858667], ['9', 0.21257153], ['3', 0.0015332412]]","[492, 497, 503, 508, 515, 520, 526, 531, 538, 543, 548, 553, 558, 564, 569]",142.0
