label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.831543,11,455,457,504,477,[0.99],"[575, 584, 593, 602, 611, 620, 630, 639, 648, 657, 666, 675, 684, 693, 702]",150.0
flat,0.841797,5,410,465,457,482,"[['5', 0.9413443], ['4', 0.05855917], ['11', 2.6083011e-05]]","[575, 584, 593, 602, 611, 620, 630, 639, 648, 657, 666, 675, 684, 693, 702]",168.0
semibreve,0.859375,8,440,482,485,502,"[['8', 1.0], ['9', 2.6984948e-09], ['4', 6.299384e-12]]","[575, 584, 593, 602, 611, 620, 630, 639, 651, 660, 666, 675, 684, 693, 702]",156.0
semibreve,0.858398,4,414,502,455,524,"[['4', 1.0], ['3', 5.274043e-09], ['5', 4.4688114e-10]]","[575, 584, 593, 602, 611, 620, 630, 639, 648, 657, 666, 675, 684, 693, 702]",150.0
minim,0.833008,5,422,522,492,540,"[['5', 1.0], ['6', 9.3052045e-11], ['11', 5.5668265e-12]]","[577, 586, 595, 604, 611, 620, 630, 639, 648, 657, 666, 675, 684, 693, 702]",151.0
semibreve,0.854004,6,427,539,472,559,"[['6', 0.9986337], ['7', 0.0013256223], ['0', 4.061064e-05]]","[575, 584, 593, 602, 611, 620, 630, 639, 648, 657, 666, 675, 684, 693, 702]",152.0
semiminim,0.875488,7,412,559,475,575,"[['7', 1.0], ['8', 5.9985353e-15], ['6', 1.092998e-15]]","[577, 586, 595, 604, 611, 620, 630, 639, 648, 657, 666, 675, 684, 693, 702]",143.0
semiminim,0.856445,8,417,575,484,592,"[['8', 1.0], ['9', 3.2808181e-12], ['7', 1.8397877e-14]]","[577, 586, 595, 604, 611, 620, 630, 639, 648, 657, 666, 675, 684, 693, 702]",146.0
fermata,0.339844,,422,592,467,617,[],"[577, 586, 595, 604, 611, 620, 630, 639, 648, 657, 666, 675, 684, 693, 702]",156.0
longa,0.409668,5,435,594,490,617,"[['5', 0.9886304], ['9', 0.011066794], ['4', 0.0002997347]]","[577, 586, 595, 604, 611, 620, 630, 639, 648, 657, 666, 675, 684, 693, 702]",155.0
barline,0.144287,,420,612,495,627,[],"[577, 586, 595, 604, 611, 620, 630, 639, 648, 657, 666, 675, 684, 693, 702]",187.0
