label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.814941,11,362,457,407,479,[0.99],"[444, 453, 462, 471, 478, 487, 497, 506, 512, 521, 536, 545, 554, 563, 572]",152.0
flat,0.753418,4,317,467,360,480,"[['4', 0.9999144], ['5', 7.7091616e-05], ['11', 6.322709e-06]]","[444, 453, 462, 471, 478, 487, 497, 506, 512, 521, 536, 545, 554, 563, 572]",156.0
point,0.216187,,335,470,355,485,[],"[444, 453, 462, 471, 478, 487, 497, 506, 512, 521, 533, 542, 551, 560, 569]",150.0
breve,0.806152,5,332,480,362,500,"[['5', 1.0], ['6', 2.5380705e-15], ['4', 4.3608254e-20]]","[442, 451, 460, 469, 478, 487, 497, 506, 513, 522, 533, 542, 551, 560, 569]",137.0
semibreve,0.836426,6,332,497,374,515,"[['6', 0.9999902], ['7', 6.8522518e-06], ['0', 2.7941378e-06]]","[442, 451, 460, 469, 478, 487, 497, 506, 515, 524, 533, 542, 551, 560, 569]",153.0
minim,0.833008,7,317,514,382,532,"[['7', 1.0], ['6', 9.268739e-13], ['8', 7.2241455e-14]]","[442, 451, 460, 469, 478, 487, 497, 506, 515, 524, 533, 542, 551, 560, 569]",151.0
colored semibreve,0.845703,8,347,527,387,545,"[['8', 1.0], ['7', 1.5327335e-09], ['9', 4.894007e-10]]","[444, 453, 462, 471, 478, 487, 497, 506, 515, 524, 533, 542, 551, 560, 569]",137.0
semiminim,0.87793,10,327,544,394,559,"[['10', 0.6789939], ['9', 0.3210053], ['3', 5.985645e-07]]","[444, 453, 462, 471, 478, 487, 497, 506, 515, 524, 533, 542, 551, 560, 569]",138.0
semiminim,0.851074,10,332,559,399,575,"[['10', 1.0], ['9', 2.3144135e-09], ['11', 8.567746e-11]]","[444, 453, 462, 471, 478, 487, 497, 506, 515, 524, 533, 542, 551, 560, 569]",141.0
semiminim,0.832031,11,339,570,405,587,"[['11', 1.0], ['12', 3.7908026e-13], ['10', 2.31991e-14]]","[444, 453, 462, 471, 478, 487, 497, 506, 515, 524, 533, 542, 551, 560, 569]",141.0
semibreve,0.834961,10,357,587,400,605,"[['10', 1.0], ['9', 5.742203e-11], ['11', 2.4944668e-13]]","[444, 453, 462, 471, 478, 487, 497, 506, 515, 524, 533, 542, 551, 560, 569]",152.0
breve,0.784668,11,369,605,402,627,"[['11', 1.0], ['12', 4.442398e-10], ['10', 4.5767994e-15]]","[444, 453, 462, 471, 478, 487, 497, 506, 515, 524, 532, 541, 550, 559, 568]",144.0
semibreve rest,0.624512,,327,620,399,634,[],"[442, 451, 460, 469, 478, 487, 497, 506, 515, 524, 532, 541, 550, 559, 568]",149.0
semibreve,0.844238,4,319,632,360,652,"[['4', 1.0], ['3', 1.9837615e-13], ['0', 5.757172e-15]]","[442, 451, 460, 469, 478, 487, 497, 506, 513, 522, 532, 541, 550, 559, 568]",151.0
colored semibreve,0.780273,5,325,650,367,670,"[['5', 1.0], ['6', 3.8842127e-11], ['4', 2.8550312e-13]]","[442, 451, 460, 469, 477, 486, 495, 504, 513, 522, 532, 541, 550, 559, 568]",140.0
semiminim,0.823242,6,312,667,372,685,"[['6', 1.0], ['5', 4.4274467e-12], ['12', 3.0504444e-16]]","[442, 451, 460, 469, 477, 486, 495, 504, 513, 522, 532, 541, 550, 559, 568]",142.0
minim,0.833984,7,315,684,379,702,"[['7', 0.99999785], ['6', 2.064296e-06], ['8', 1.07776785e-07]]","[442, 451, 460, 469, 477, 486, 494, 503, 513, 522, 532, 541, 550, 559, 568]",148.0
colored semibreve,0.862793,6,329,700,372,722,"[['6', 0.99999964], ['7', 3.8310415e-07], ['0', 4.5920348e-09]]","[441, 450, 459, 468, 477, 486, 495, 504, 513, 522, 532, 541, 550, 559, 568]",131.0
semiminim,0.876953,7,314,719,380,737,"[['7', 1.0], ['6', 4.3606146e-10], ['8', 2.5291644e-11]]","[441, 450, 459, 468, 477, 486, 495, 504, 513, 522, 532, 541, 550, 559, 568]",137.0
minim,0.858398,8,317,737,384,755,"[['8', 1.0], ['9', 1.0570188e-11], ['7', 2.730324e-13]]","[441, 450, 459, 468, 476, 485, 494, 503, 512, 521, 530, 539, 548, 557, 566]",149.0
minim,0.79541,9,322,755,390,774,"[['9', 0.99996555], ['8', 3.4137487e-05], ['10', 2.1091935e-07]]","[441, 450, 459, 468, 476, 485, 494, 503, 512, 521, 530, 539, 548, 557, 566]",145.0
semibreve,0.374023,7,309,770,377,800,"[['7', 0.99833447], ['6', 0.0016456792], ['0', 1.0040226e-05]]","[440, 449, 458, 467, 476, 485, 494, 503, 512, 521, 529, 538, 547, 556, 565]",150.0
semibreve,0.108704,0,315,807,385,834,"[['0', 0.9659679], ['1', 0.024185415], ['7', 0.009834691]]","[440, 449, 458, 467, 476, 485, 494, 503, 511, 520, 529, 538, 547, 556, 565]",150.0
semibreve,0.248657,8,329,840,382,865,"[['8', 0.99999595], ['9', 3.8173202e-06], ['7', 6.067192e-08]]","[436, 445, 454, 463, 474, 483, 489, 498, 511, 520, 529, 538, 547, 556, 565]",141.0
minim,0.814453,9,320,865,389,885,"[['9', 0.9999331], ['8', 5.4890552e-05], ['10', 8.94554e-06]]","[438, 447, 456, 465, 474, 483, 491, 500, 511, 520, 529, 538, 547, 556, 565]",141.0
custos,0.548828,,344,895,380,925,[],"[438, 447, 456, 465, 474, 483, 491, 500, 509, 518, 527, 536, 545, 554, 563]",135.0
