label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.830078,11,534,112,586,133,[0.99],"[530, 536, 542, 548, 556, 562, 566, 572, 579, 585, 592, 598, 604, 610, 616]",159.0
point,0.390625,,530,124,547,139,[],"[530, 536, 542, 548, 550, 556, 563, 569, 576, 582, 588, 594, 600, 606, 612]",166.0
minim,0.854492,2,531,136,582,154,"[['2', 0.99999964], ['3', 3.3859092e-07], ['7', 1.3580978e-08]]","[531, 537, 543, 549, 555, 561, 566, 572, 579, 585, 592, 598, 604, 610, 616]",153.0
minim,0.828613,3,533,154,592,171,"[['3', 1.0], ['7', 8.515161e-10], ['12', 2.1208489e-10]]","[531, 537, 543, 549, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",150.0
minim,0.846191,4,538,170,596,188,"[['4', 0.99883527], ['3', 0.001111758], ['8', 3.289251e-05]]","[531, 537, 543, 549, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",152.0
point,0.812988,,545,182,564,195,[],"[532, 538, 544, 550, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",135.0
semiminim,0.816895,5,530,194,582,209,"[['5', 1.0], ['6', 8.375383e-09], ['11', 3.2082628e-11]]","[532, 538, 544, 550, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",143.0
point,0.203613,,560,202,576,207,[],"[532, 538, 544, 550, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",121.0
semiminim,0.813477,6,530,208,585,224,"[['6', 1.0], ['7', 8.863617e-12], ['5', 1.6078547e-12]]","[532, 538, 544, 550, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",138.0
semiminim,0.848633,7,533,222,592,238,"[['7', 1.0], ['6', 1.6132903e-14], ['8', 1.3221991e-16]]","[532, 538, 544, 550, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",136.0
minim,0.785645,6,530,238,584,258,"[['6', 1.0], ['7', 2.713075e-12], ['12', 1.7287864e-13]]","[531, 537, 543, 549, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",147.0
semibreve,0.842773,8,561,253,599,273,"[['8', 1.0], ['7', 1.184125e-12], ['9', 2.3442018e-13]]","[532, 538, 544, 550, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",147.0
longa rest,0.584961,,542,270,607,283,[],"[532, 538, 544, 550, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",151.0
minim rest,0.562988,,542,287,606,299,[],"[531, 537, 543, 549, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",154.0
semibreve,0.878418,7,555,297,593,317,"[['7', 1.0], ['8', 2.7494867e-10], ['3', 2.8729558e-12]]","[532, 538, 544, 550, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",145.0
minim,0.822754,7,536,315,594,333,"[['7', 0.9999988], ['8', 8.314825e-07], ['6', 3.335769e-07]]","[531, 537, 543, 549, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",143.0
minim,0.821289,4,539,331,596,349,"[['4', 1.0], ['3', 3.1223713e-13], ['9', 1.8584448e-14]]","[531, 537, 543, 549, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",139.0
minim,0.846191,4,538,348,597,366,"[['4', 1.0], ['3', 4.2558512e-09], ['11', 3.539489e-12]]","[531, 537, 543, 549, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",145.0
semibreve,0.849609,5,544,363,581,384,"[['5', 1.0], ['6', 3.1479874e-14], ['4', 7.242946e-19]]","[531, 537, 543, 549, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",143.0
semibreve,0.774414,4,538,381,573,401,"[['4', 1.0], ['5', 7.8482604e-10], ['0', 8.0936844e-14]]","[531, 537, 543, 549, 556, 562, 568, 574, 580, 586, 593, 599, 605, 611, 617]",151.0
