label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
f clef,0.774902,5,640,245,677,278,[0.99],"[630, 636, 642, 648, 655, 661, 666, 672, 678, 684, 691, 697, 703, 709, 715]",151.0
point,0.142334,,656,263,674,278,[],"[630, 636, 642, 648, 655, 661, 665, 671, 678, 684, 691, 697, 703, 709, 715]",128.0
Pmincut,0.771973,,648,272,707,302,[],"[630, 636, 642, 648, 656, 662, 666, 672, 678, 684, 691, 697, 703, 709, 715]",149.0
longa rest,0.575684,,645,304,710,318,[],"[631, 637, 643, 649, 655, 661, 667, 673, 679, 685, 691, 697, 703, 709, 715]",148.0
longa rest,0.673828,,645,315,713,328,[],"[631, 637, 643, 649, 655, 661, 667, 673, 679, 685, 692, 698, 704, 710, 716]",146.0
longa rest,0.73584,,644,325,711,337,[],"[631, 637, 643, 649, 655, 661, 667, 673, 679, 685, 692, 698, 704, 710, 716]",151.0
semibreve rest,0.631836,,642,336,705,348,[],"[631, 637, 643, 649, 656, 662, 667, 673, 679, 685, 692, 698, 704, 710, 716]",164.0
semibreve rest,0.603516,,640,345,707,356,[],"[631, 637, 643, 649, 656, 662, 667, 673, 679, 685, 692, 698, 704, 710, 716]",166.0
semibreve,0.858398,8,661,354,696,373,"[['8', 1.0], ['7', 1.4159435e-10], ['4', 1.3706131e-11]]","[631, 637, 643, 649, 656, 662, 667, 673, 679, 685, 692, 698, 704, 710, 716]",157.0
minim,0.839844,10,651,371,707,388,"[['10', 0.9999999], ['9', 7.659023e-08], ['11', 5.271005e-09]]","[631, 637, 643, 649, 656, 662, 667, 673, 679, 685, 692, 698, 704, 710, 716]",150.0
point,0.725586,,680,381,700,396,[],"[631, 637, 643, 649, 656, 662, 667, 673, 679, 685, 692, 698, 704, 710, 716]",147.0
semiminim,0.860352,9,647,395,705,411,"[['9', 0.9999987], ['10', 1.1844477e-06], ['8', 6.159851e-08]]","[631, 637, 643, 649, 656, 662, 668, 674, 680, 686, 692, 698, 704, 710, 716]",143.0
semiminim,0.868164,8,642,411,697,428,"[['8', 1.0], ['7', 1.4594826e-08], ['9', 1.9749125e-09]]","[631, 637, 643, 649, 656, 662, 668, 674, 680, 686, 692, 698, 704, 710, 716]",147.0
semiminim,0.878418,7,637,428,694,444,"[['7', 0.9999938], ['6', 3.9664324e-06], ['8', 2.1424905e-06]]","[631, 637, 643, 649, 656, 662, 668, 674, 680, 686, 692, 698, 704, 710, 716]",147.0
minim,0.837891,6,628,444,684,461,"[['6', 1.0], ['5', 3.348879e-08], ['12', 2.156193e-09]]","[631, 637, 643, 649, 656, 662, 668, 674, 680, 686, 692, 698, 704, 710, 716]",158.0
point,0.327637,,645,449,680,466,[],"[631, 637, 643, 649, 656, 662, 668, 674, 680, 686, 692, 698, 704, 710, 716]",148.0
point,0.771484,,656,454,677,469,[],"[631, 637, 643, 649, 656, 662, 668, 674, 680, 686, 692, 698, 704, 710, 716]",146.0
point,0.702637,,656,456,677,470,[],"[631, 637, 643, 649, 656, 662, 668, 674, 680, 686, 692, 698, 704, 710, 716]",140.0
