label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.717285,5,944,140,998,159,[0.99],"[945, 950, 956, 961, 966, 971, 977, 982, 987, 992, 999, 1004, 1009, 1015, 1020]",137.0
flat,0.681641,0,946,156,989,170,"[['0', 0.9193558], ['5', 0.047873825], ['3', 0.020574003]]","[945, 950, 956, 961, 966, 971, 976, 981, 987, 992, 999, 1004, 1009, 1015, 1020]",158.0
semiminim,0.869629,10,953,170,1013,188,"[['10', 0.99954516], ['11', 0.00042827992], ['9', 2.2582148e-05]]","[943, 948, 954, 959, 966, 971, 978, 983, 987, 992, 997, 1002, 1007, 1013, 1018]",137.0
semiminim,0.838867,9,952,188,1008,205,"[['9', 0.99996114], ['10', 2.150858e-05], ['8', 1.562662e-05]]","[944, 949, 955, 960, 967, 972, 979, 984, 989, 994, 999, 1004, 1009, 1015, 1020]",141.0
point,0.169312,,979,199,1004,214,[],"[946, 951, 957, 962, 969, 974, 980, 985, 991, 996, 1001, 1006, 1011, 1017, 1022]",144.0
point,0.428223,,981,200,1002,212,[],"[947, 952, 958, 963, 970, 975, 981, 986, 992, 997, 1002, 1007, 1012, 1018, 1023]",139.0
semiminim,0.858398,7,969,210,1022,228,"[['7', 0.99952173], ['8', 0.00042422442], ['12', 2.404124e-05]]","[947, 952, 958, 963, 970, 975, 982, 987, 992, 997, 1002, 1007, 1012, 1018, 1023]",145.0
semiminim,0.83252,6,964,228,1021,245,"[['6', 0.9999981], ['7', 1.7390348e-06], ['12', 9.974743e-08]]","[948, 953, 959, 964, 970, 975, 983, 988, 993, 998, 1003, 1008, 1013, 1019, 1024]",141.0
minim,0.840332,5,959,248,1018,267,"[['5', 1.0], ['6', 6.758952e-11], ['11', 5.9949077e-12]]","[948, 953, 959, 964, 971, 976, 982, 987, 994, 999, 1004, 1009, 1014, 1020, 1025]",146.0
point,0.63623,,959,260,978,275,[],"[949, 954, 960, 965, 972, 977, 983, 988, 994, 999, 1005, 1010, 1015, 1021, 1026]",130.0
minim,0.853516,4,953,271,1013,291,"[['4', 1.0], ['5', 1.5984992e-14], ['3', 8.5059514e-15]]","[949, 954, 960, 965, 972, 977, 984, 989, 995, 1000, 1005, 1010, 1015, 1021, 1026]",150.0
semibreve,0.852539,1,963,293,1003,316,"[['1', 0.9877297], ['2', 0.0074195503], ['7', 0.0038853707]]","[949, 954, 960, 965, 972, 977, 984, 989, 995, 1000, 1005, 1010, 1015, 1021, 1026]",152.0
semibreve,0.869629,7,971,314,1010,337,"[['7', 0.72708523], ['8', 0.27290523], ['4', 8.903936e-06]]","[949, 954, 960, 965, 972, 977, 984, 989, 995, 1000, 1005, 1010, 1015, 1021, 1026]",148.0
breve rest,0.778809,,954,337,1021,350,[],"[949, 954, 960, 965, 972, 977, 984, 989, 995, 1000, 1005, 1010, 1015, 1021, 1026]",149.0
semibreve,0.852051,7,968,349,1009,373,"[['7', 0.9854703], ['8', 0.014529071], ['4', 3.3721625e-07]]","[949, 954, 960, 965, 972, 977, 984, 989, 995, 1000, 1005, 1010, 1015, 1021, 1026]",150.0
semibreve,0.856934,5,956,375,997,400,"[['5', 0.99999964], ['6', 4.059791e-07], ['4', 3.2565755e-13]]","[949, 954, 960, 965, 972, 977, 984, 989, 995, 1000, 1005, 1010, 1015, 1021, 1026]",149.0
semibreve,0.883301,7,967,400,1007,424,"[['7', 1.0], ['8', 2.1580351e-10], ['1', 6.49484e-11]]","[949, 954, 960, 965, 972, 977, 983, 988, 994, 999, 1005, 1010, 1015, 1021, 1026]",144.0
semibreve,0.875,6,961,427,999,450,"[['6', 0.9996165], ['7', 0.00037088752], ['0', 1.1533313e-05]]","[948, 953, 959, 964, 971, 976, 983, 988, 994, 999, 1004, 1009, 1014, 1020, 1025]",152.0
semibreve,0.835449,7,967,450,1007,473,"[['7', 0.9999964], ['8', 3.5589567e-06], ['1', 3.7419923e-08]]","[948, 953, 959, 964, 971, 976, 981, 986, 993, 998, 1004, 1009, 1014, 1020, 1025]",143.0
semibreve,0.855957,8,971,476,1010,500,"[['8', 1.0], ['9', 3.4122267e-12], ['7', 1.2042321e-12]]","[947, 952, 958, 963, 970, 975, 982, 987, 993, 998, 1003, 1008, 1013, 1019, 1024]",150.0
longa rest,0.82373,,952,501,1015,515,[],"[946, 951, 957, 962, 969, 974, 981, 986, 992, 997, 1002, 1007, 1012, 1018, 1023]",143.0
semibreve,0.806641,7,965,518,1003,541,"[['7', 0.98369354], ['8', 0.016245484], ['1', 5.400615e-05]]","[946, 951, 957, 962, 969, 974, 980, 985, 991, 996, 1001, 1006, 1011, 1017, 1022]",146.0
minim,0.183838,5,951,547,1007,571,"[['5', 0.999943], ['11', 3.4836474e-05], ['4', 1.3618463e-05]]","[945, 950, 956, 961, 968, 973, 980, 985, 991, 996, 1001, 1006, 1011, 1017, 1022]",149.0
semibreve,0.867188,7,963,573,1003,598,"[['7', 0.9999999], ['8', 1.01546306e-07], ['1', 1.607726e-08]]","[944, 949, 955, 960, 967, 972, 979, 984, 990, 995, 1000, 1005, 1010, 1016, 1021]",146.0
semibreve,0.862305,7,959,603,997,627,"[['7', 0.9895113], ['6', 0.010357369], ['1', 0.00012570155]]","[944, 949, 955, 960, 966, 971, 978, 983, 989, 994, 999, 1004, 1009, 1015, 1020]",149.0
semibreve,0.567871,7,961,634,1004,658,"[['7', 1.0], ['3', 9.982455e-11], ['8', 8.7010746e-11]]","[943, 948, 954, 959, 966, 971, 976, 981, 988, 993, 998, 1003, 1008, 1014, 1019]",149.0
semibreve,0.845215,8,967,664,1006,689,"[['8', 1.0], ['9', 1.0712089e-09], ['7', 6.968106e-11]]","[942, 947, 953, 958, 965, 970, 977, 982, 988, 993, 998, 1003, 1008, 1014, 1019]",142.0
g clef,0.450439,9,962,691,1019,717,[1.0],"[942, 947, 953, 958, 965, 970, 976, 981, 987, 992, 997, 1002, 1007, 1013, 1018]",155.0
custos,0.469727,,987,710,1019,737,[],"[942, 947, 953, 958, 965, 970, 977, 982, 987, 992, 997, 1002, 1007, 1013, 1018]",174.0
