label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.83252,3,264,312,324,336,[0.99],"[254, 260, 266, 272, 278, 284, 290, 296, 302, 308, 314, 320, 326, 332, 338]",156.0
minim,0.841309,6,251,337,307,357,"[['6', 1.0], ['5', 8.860048e-09], ['12', 1.0323622e-10]]","[254, 260, 266, 272, 278, 284, 291, 297, 302, 308, 314, 320, 326, 332, 338]",146.0
minim,0.807617,5,246,356,301,373,"[['5', 0.99994946], ['6', 5.0341165e-05], ['11', 1.5514577e-07]]","[252, 258, 264, 270, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",141.0
point,0.265137,,252,359,298,378,[],"[252, 258, 264, 270, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",137.0
point,0.770508,,266,365,287,380,[],"[252, 258, 264, 270, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",128.0
semiminim,0.829102,6,249,378,307,396,"[['6', 1.0], ['5', 1.3368087e-11], ['7', 1.1315957e-11]]","[252, 258, 264, 270, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",133.0
minim,0.816406,5,248,395,299,413,"[['5', 1.0], ['6', 1.5938916e-08], ['11', 7.5987604e-14]]","[252, 258, 264, 270, 276, 282, 288, 294, 301, 307, 313, 319, 325, 331, 337]",144.0
minim,0.812988,8,256,411,314,429,"[['8', 0.9995915], ['7', 0.0004054295], ['9', 1.3640415e-06]]","[252, 258, 264, 270, 277, 283, 289, 295, 301, 307, 313, 319, 325, 331, 337]",141.0
minim,0.836914,6,252,426,307,444,"[['6', 0.97696054], ['3', 0.018391967], ['12', 0.004621004]]","[252, 258, 264, 270, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",139.0
point,0.802734,,278,438,298,452,[],"[252, 258, 264, 270, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",135.0
point,0.217896,,270,440,307,455,[],"[252, 258, 264, 270, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",131.0
semiminim,0.815918,7,254,449,315,465,"[['7', 0.99999976], ['8', 1.9756449e-07], ['6', 1.5373378e-10]]","[252, 258, 264, 270, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",136.0
minim,0.809082,6,250,464,305,482,"[['6', 0.99999726], ['7', 2.6971456e-06], ['12', 3.3701604e-09]]","[252, 258, 264, 270, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",146.0
minim,0.839844,8,261,478,321,496,"[['8', 0.9999913], ['7', 6.8599807e-06], ['3', 6.9662053e-07]]","[252, 258, 264, 270, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",144.0
point,0.393311,,261,494,313,513,[],"[252, 258, 264, 270, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",142.0
minim,0.73291,7,256,495,315,512,"[['7', 1.0], ['8', 1.0243073e-09], ['6', 5.8125057e-11]]","[253, 259, 265, 271, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",144.0
point,0.744141,,280,504,301,519,[],"[253, 259, 265, 271, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",130.0
point,0.744141,,280,504,301,519,[],"[253, 259, 265, 271, 277, 283, 289, 295, 302, 308, 314, 320, 326, 332, 338]",130.0
semiminim,0.813477,8,261,514,321,531,"[['8', 0.9999999], ['9', 1.4261721e-07], ['7', 2.0144988e-08]]","[253, 259, 265, 271, 277, 283, 290, 296, 302, 308, 314, 320, 326, 332, 338]",140.0
minim,0.794434,7,256,530,316,549,"[['7', 1.0], ['6', 1.5656043e-09], ['8', 4.095762e-10]]","[253, 259, 265, 271, 278, 284, 290, 296, 302, 308, 315, 321, 327, 333, 339]",145.0
semibreve,0.772949,4,259,548,326,568,"[['4', 0.9661174], ['3', 0.031532582], ['9', 0.000854165]]","[254, 260, 266, 272, 278, 284, 291, 297, 303, 309, 315, 321, 327, 333, 339]",139.0
semibreve,0.627441,7,280,563,315,582,"[['7', 0.98052555], ['6', 0.015405397], ['0', 0.0022659793]]","[254, 260, 266, 272, 279, 285, 291, 297, 303, 309, 316, 322, 328, 334, 340]",143.0
point,0.781738,,281,578,300,592,[],"[254, 260, 266, 272, 279, 285, 291, 297, 304, 310, 316, 322, 328, 334, 340]",140.0
point,0.781738,,281,578,300,592,[],"[254, 260, 266, 272, 279, 285, 291, 297, 304, 310, 316, 322, 328, 334, 340]",140.0
minim,0.814453,8,257,587,317,605,"[['8', 0.99141407], ['7', 0.008192832], ['3', 0.00036829102]]","[254, 260, 266, 272, 279, 285, 291, 297, 304, 310, 316, 322, 328, 334, 340]",138.0
semibreve,0.777344,7,280,602,318,621,"[['7', 0.9999974], ['8', 2.568498e-06], ['3', 5.2267144e-08]]","[254, 260, 266, 272, 279, 285, 292, 298, 304, 310, 317, 323, 329, 335, 341]",145.0
point,0.115906,,279,603,318,621,[],"[255, 261, 267, 273, 280, 286, 292, 298, 304, 310, 317, 323, 329, 335, 341]",145.0
point,0.757324,,282,611,302,625,[],"[255, 261, 267, 273, 280, 286, 292, 298, 304, 310, 317, 323, 329, 335, 341]",130.0
point,0.148804,,276,617,312,634,[],"[255, 261, 267, 273, 280, 286, 292, 298, 304, 310, 317, 323, 329, 335, 341]",128.0
semiminim,0.85498,8,264,622,324,638,"[['8', 1.0], ['3', 2.8329392e-08], ['7', 8.6743395e-09]]","[255, 261, 267, 273, 280, 286, 292, 298, 304, 310, 317, 323, 329, 335, 341]",134.0
semiminim,0.872559,9,270,638,330,654,"[['9', 0.9968585], ['10', 0.0013613366], ['3', 0.0012742799]]","[255, 261, 267, 273, 280, 286, 292, 298, 304, 310, 317, 323, 329, 335, 341]",135.0
semibreve,0.848145,8,288,653,324,673,"[['8', 1.0], ['9', 1.4087853e-11], ['7', 6.8222804e-13]]","[256, 262, 268, 274, 280, 286, 292, 298, 304, 310, 317, 323, 329, 335, 341]",144.0
breve,0.84668,7,285,671,316,695,"[['7', 0.9999589], ['8', 4.115149e-05], ['9', 6.884901e-13]]","[256, 262, 268, 274, 280, 286, 293, 299, 305, 311, 317, 323, 329, 335, 341]",141.0
breve rest,0.693359,,266,693,333,705,[],"[256, 262, 268, 274, 281, 287, 294, 300, 305, 311, 318, 324, 330, 336, 342]",130.0
breve,0.776855,7,287,702,316,724,"[['7', 0.9999999], ['8', 7.638687e-08], ['9', 4.20372e-12]]","[257, 263, 269, 275, 282, 288, 294, 300, 306, 312, 319, 325, 331, 337, 343]",132.0
semibreve,0.76123,3,268,721,327,740,"[['3', 0.91678673], ['9', 0.035336833], ['2', 0.02633223]]","[257, 263, 269, 275, 282, 288, 294, 300, 306, 312, 319, 325, 331, 337, 343]",139.0
semibreve,0.770996,8,298,736,321,753,"[['8', 0.9107503], ['9', 0.04910267], ['7', 0.020916315]]","[257, 263, 269, 275, 282, 288, 295, 301, 306, 312, 319, 325, 331, 337, 343]",136.0
breve,0.686523,7,286,753,317,777,"[['7', 0.9999913], ['8', 8.663727e-06], ['9', 6.771245e-10]]","[258, 264, 270, 276, 282, 288, 295, 301, 308, 314, 319, 325, 331, 337, 343]",144.0
breve,0.700195,12,314,767,338,788,"[['12', 0.6255523], ['0', 0.37432596], ['11', 0.000116038485]]","[258, 264, 270, 276, 283, 289, 295, 301, 307, 313, 319, 325, 331, 337, 343]",147.0
semibreve,0.839355,10,301,785,337,805,"[['10', 1.0], ['11', 5.776478e-14], ['9', 3.1998503e-17]]","[258, 264, 270, 276, 283, 289, 295, 301, 307, 313, 320, 326, 332, 338, 344]",152.0
point,0.261719,,301,786,338,806,[],"[259, 265, 271, 277, 283, 289, 295, 301, 307, 313, 320, 326, 332, 338, 344]",153.0
point,0.630371,,310,797,328,811,[],"[259, 265, 271, 277, 283, 289, 296, 302, 307, 313, 320, 326, 332, 338, 344]",126.0
point,0.289551,,303,802,336,818,[],"[259, 265, 271, 277, 283, 289, 296, 302, 308, 314, 320, 326, 332, 338, 344]",136.0
minim,0.696777,12,296,806,344,820,"[['12', 0.99999595], ['11', 4.0903205e-06], ['13', 1.9355198e-10]]","[259, 265, 271, 277, 284, 290, 296, 302, 308, 314, 320, 326, 332, 338, 344]",139.0
