label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.845703,3,640,145,697,162,[0.99],"[889, 898, 907, 916, 927, 936, 943, 952, 961, 970, 979, 988, 997, 1006, 1015]",145.0
flat,0.477783,6,642,159,687,172,"[['6', 0.9999516], ['5', 2.554904e-05], ['7', 1.9387697e-05]]","[889, 898, 907, 916, 927, 936, 943, 952, 961, 970, 979, 988, 997, 1006, 1015]",166.0
point,0.172607,,664,160,690,175,[],"[890, 899, 908, 917, 925, 934, 943, 952, 961, 970, 979, 988, 997, 1006, 1015]",157.0
minim,0.84668,9,645,172,712,190,"[['9', 0.99998605], ['10', 9.079019e-06], ['8', 4.933518e-06]]","[890, 899, 908, 917, 925, 934, 943, 952, 961, 970, 979, 988, 997, 1006, 1015]",151.0
minim,0.833984,8,640,190,705,209,"[['8', 1.0], ['7', 9.7218324e-11], ['9', 7.327371e-12]]","[890, 899, 908, 917, 925, 934, 943, 952, 961, 970, 978, 987, 996, 1005, 1014]",162.0
minim,0.835938,7,634,207,697,225,"[['7', 0.9999969], ['6', 2.9837793e-06], ['8', 8.1425206e-08]]","[889, 898, 907, 916, 925, 934, 942, 951, 960, 969, 978, 987, 996, 1005, 1014]",157.0
point,0.782715,,662,220,685,235,[],"[889, 898, 907, 916, 924, 933, 942, 951, 958, 967, 977, 986, 995, 1004, 1013]",142.0
semiminim,0.842773,6,630,232,690,250,"[['6', 1.0], ['5', 1.7586285e-13], ['12', 6.1181497e-16]]","[889, 898, 907, 916, 924, 933, 940, 949, 958, 967, 977, 986, 995, 1004, 1013]",150.0
minim,0.855957,5,645,249,712,267,"[['5', 1.0], ['11', 1.5440788e-11], ['6', 4.459517e-12]]","[887, 896, 905, 914, 924, 933, 940, 949, 958, 967, 977, 986, 995, 1004, 1013]",157.0
semibreve,0.854004,4,637,267,677,284,"[['4', 0.99991834], ['5', 8.1691534e-05], ['1', 3.8635886e-09]]","[887, 896, 905, 914, 922, 931, 940, 949, 957, 966, 975, 984, 993, 1002, 1011]",160.0
colored semibreve,0.777344,5,644,280,685,300,"[['5', 0.9999989], ['1', 6.2121006e-07], ['4', 4.6396303e-07]]","[886, 895, 904, 913, 922, 931, 939, 948, 957, 966, 975, 984, 993, 1002, 1011]",143.0
fusa,0.775391,6,625,300,690,317,"[['6', 1.0], ['5', 1.6100321e-10], ['12', 8.0367245e-13]]","[886, 895, 904, 913, 921, 930, 939, 948, 956, 965, 974, 983, 992, 1001, 1010]",148.0
fusa,0.766113,7,627,315,697,332,"[['7', 1.0], ['6', 1.2693416e-08], ['8', 1.1971181e-10]]","[885, 894, 903, 912, 919, 928, 937, 946, 956, 965, 974, 983, 992, 1001, 1010]",155.0
minim,0.85791,6,625,335,689,352,"[['6', 1.0], ['5', 4.9551773e-12], ['7', 4.1305684e-15]]","[885, 894, 903, 912, 919, 928, 937, 946, 954, 963, 972, 981, 990, 999, 1008]",160.0
minim,0.831055,11,642,354,710,374,"[['11', 0.74606603], ['5', 0.25393265], ['1', 6.928434e-07]]","[883, 892, 901, 910, 919, 928, 936, 945, 954, 963, 972, 981, 990, 999, 1008]",160.0
minim,0.833984,9,637,374,707,394,"[['9', 0.99999964], ['8', 3.2324567e-07], ['10', 1.187485e-09]]","[883, 892, 901, 910, 918, 927, 935, 944, 953, 962, 971, 980, 989, 998, 1007]",153.0
semibreve,0.845703,8,657,392,699,412,"[['8', 0.99999535], ['7', 4.6810646e-06], ['4', 1.8481757e-09]]","[882, 891, 900, 909, 917, 926, 935, 944, 953, 962, 971, 980, 989, 998, 1007]",163.0
longa,0.82373,9,667,410,725,430,"[['9', 0.9999999], ['10', 1.067345e-07], ['8', 3.767885e-10]]","[882, 891, 900, 909, 917, 926, 934, 943, 951, 960, 970, 979, 988, 997, 1006]",148.0
barline,0.833496,,634,427,712,447,[],"[880, 889, 898, 907, 915, 924, 933, 942, 951, 960, 970, 979, 988, 997, 1006]",176.0
