label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.815918,5,357,454,405,472,[0.99],"[438, 447, 456, 465, 473, 482, 493, 502, 508, 517, 527, 536, 545, 554, 563]",149.0
flat,0.802734,5,312,457,360,475,"[['5', 0.971755], ['11', 0.02696893], ['4', 0.0011961126]]","[438, 447, 456, 465, 473, 482, 493, 502, 508, 517, 527, 536, 545, 554, 563]",152.0
semibreve,0.804688,12,370,470,405,490,"[['12', 0.9999963], ['11', 3.6765268e-06], ['13', 2.5873492e-08]]","[440, 449, 458, 467, 474, 483, 491, 500, 508, 517, 527, 536, 545, 554, 563]",154.0
breve,0.769531,12,377,485,405,507,"[['12', 1.0], ['13', 6.0456204e-14], ['0', 4.8297436e-14]]","[440, 449, 458, 467, 474, 483, 492, 501, 509, 518, 527, 536, 545, 554, 563]",145.0
semibreve rest,0.597168,,335,504,400,515,[],"[438, 447, 456, 465, 474, 483, 492, 501, 511, 520, 527, 536, 545, 554, 563]",150.0
semibreve,0.735352,12,377,514,405,532,"[['12', 0.9999989], ['13', 1.1298752e-06], ['11', 5.343516e-10]]","[440, 449, 458, 467, 474, 483, 492, 501, 511, 520, 529, 538, 547, 556, 565]",148.0
semibreve,0.785645,11,360,529,400,549,"[['11', 0.9999999], ['12', 1.16917214e-07], ['10', 1.0953637e-09]]","[440, 449, 458, 467, 476, 485, 492, 501, 511, 520, 529, 538, 547, 556, 565]",151.0
point,0.26001,,362,530,400,547,[],"[440, 449, 458, 467, 476, 485, 492, 501, 511, 520, 529, 538, 547, 556, 565]",146.0
point,0.800781,,367,540,387,555,[],"[440, 449, 458, 467, 476, 485, 493, 502, 511, 520, 529, 538, 547, 556, 565]",148.0
point,0.800781,,367,540,387,555,[],"[441, 450, 459, 468, 476, 485, 494, 503, 511, 520, 529, 538, 547, 556, 565]",148.0
semiminim,0.85498,10,332,555,395,572,"[['10', 0.9999999], ['11', 7.105414e-08], ['9', 4.930058e-10]]","[441, 450, 459, 468, 476, 485, 494, 503, 511, 520, 529, 538, 547, 556, 565]",146.0
semiminim,0.867676,9,324,570,390,585,"[['9', 0.99999857], ['8', 1.0294547e-06], ['10', 3.169285e-07]]","[441, 450, 459, 468, 476, 485, 494, 503, 511, 520, 529, 538, 547, 556, 565]",145.0
semibreve,0.791992,8,342,584,385,602,"[['8', 1.0], ['7', 1.2598389e-11], ['4', 6.123868e-13]]","[441, 450, 459, 468, 476, 485, 494, 503, 511, 520, 529, 538, 547, 556, 565]",159.0
point,0.380859,,347,589,380,609,[],"[441, 450, 459, 468, 476, 485, 494, 503, 511, 520, 529, 538, 547, 556, 565]",152.0
point,0.730957,,354,595,374,610,[],"[441, 450, 459, 468, 476, 485, 494, 503, 511, 520, 529, 538, 547, 556, 565]",140.0
