label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
f clef,0.781738,5,922,152,995,187,[0.99],"[1285, 1293, 1302, 1310, 1319, 1327, 1333, 1341, 1353, 1361, 1368, 1376, 1384, 1393, 1401]",157.0
flat,0.645996,11,925,180,984,199,"[['11', 0.93962747], ['12', 0.052024424], ['3', 0.008325146]]","[1285, 1293, 1302, 1310, 1319, 1327, 1333, 1341, 1353, 1361, 1368, 1376, 1384, 1393, 1401]",164.0
minim,0.834473,7,915,200,975,217,"[['7', 1.0], ['6', 1.4911534e-14], ['8', 2.1488115e-16]]","[1281, 1289, 1298, 1306, 1315, 1323, 1333, 1341, 1350, 1358, 1368, 1376, 1384, 1393, 1401]",148.0
minim,0.847656,5,925,217,994,235,"[['5', 0.9997367], ['11', 0.00026329255], ['12', 1.8953328e-08]]","[1281, 1289, 1298, 1306, 1315, 1323, 1333, 1341, 1350, 1358, 1368, 1376, 1384, 1393, 1401]",153.0
semibreve,0.844238,8,942,234,982,254,"[['8', 0.9999999], ['7', 6.239415e-08], ['4', 3.906614e-11]]","[1281, 1289, 1298, 1306, 1315, 1323, 1332, 1340, 1350, 1358, 1368, 1376, 1384, 1393, 1401]",155.0
colored breve,0.722168,7,940,250,970,269,"[['7', 1.0], ['8', 3.6702533e-11], ['9', 3.7008038e-26]]","[1280, 1288, 1297, 1305, 1314, 1322, 1332, 1340, 1350, 1358, 1367, 1375, 1383, 1392, 1400]",135.0
semiminim,0.876465,8,919,267,980,284,"[['8', 1.0], ['9', 9.290361e-11], ['3', 1.9399747e-13]]","[1280, 1288, 1297, 1305, 1314, 1322, 1331, 1339, 1350, 1358, 1367, 1375, 1383, 1392, 1400]",141.0
semiminim,0.866211,9,922,282,987,297,"[['9', 0.9996431], ['10', 0.0001792086], ['8', 0.00017601546]]","[1280, 1288, 1297, 1305, 1314, 1322, 1332, 1340, 1349, 1357, 1367, 1375, 1383, 1392, 1400]",142.0
minim,0.845215,10,927,297,992,315,"[['10', 1.0], ['11', 4.2562167e-09], ['9', 8.251244e-13]]","[1280, 1288, 1297, 1305, 1314, 1322, 1332, 1340, 1349, 1357, 1367, 1375, 1383, 1392, 1400]",158.0
minim,0.791016,10,922,314,987,332,"[['10', 0.427209], ['9', 0.41262996], ['11', 0.15750366]]","[1280, 1288, 1297, 1305, 1314, 1322, 1332, 1340, 1349, 1357, 1365, 1373, 1381, 1390, 1398]",152.0
semibreve,0.803223,12,969,329,1002,350,"[['12', 0.9998066], ['13', 0.00019343603], ['11', 2.1706345e-08]]","[1280, 1288, 1297, 1305, 1314, 1322, 1332, 1340, 1349, 1357, 1367, 1375, 1383, 1392, 1400]",151.0
breve,0.842285,5,927,345,957,370,"[['5', 1.0], ['4', 1.7402137e-16], ['6', 2.5721722e-17]]","[1280, 1288, 1297, 1305, 1314, 1322, 1331, 1339, 1349, 1357, 1365, 1373, 1381, 1390, 1398]",144.0
minim,0.841309,6,927,365,992,384,"[['6', 0.9990086], ['5', 0.000991442], ['13', 1.1209745e-08]]","[1280, 1288, 1297, 1305, 1314, 1322, 1330, 1338, 1349, 1357, 1365, 1373, 1381, 1390, 1398]",159.0
semiminim,0.844238,5,924,385,987,400,"[['5', 1.0], ['11', 3.5956464e-08], ['6', 7.2216527e-10]]","[1280, 1288, 1297, 1305, 1314, 1322, 1330, 1338, 1347, 1355, 1365, 1373, 1381, 1390, 1398]",144.0
semiminim,0.853027,4,917,400,985,417,"[['4', 0.9999993], ['3', 6.36227e-07], ['11', 1.6325767e-07]]","[1280, 1288, 1297, 1305, 1314, 1322, 1331, 1339, 1349, 1357, 1365, 1373, 1381, 1390, 1398]",149.0
semibreve,0.847168,3,910,414,950,434,"[['3', 1.0], ['4', 3.3963072e-11], ['2', 4.3690998e-13]]","[1280, 1288, 1297, 1305, 1314, 1322, 1332, 1340, 1349, 1357, 1365, 1373, 1381, 1390, 1398]",155.0
minim,0.833984,4,919,432,984,450,"[['4', 1.0], ['3', 4.1713372e-10], ['5', 1.07298476e-11]]","[1280, 1288, 1297, 1305, 1314, 1322, 1331, 1339, 1349, 1357, 1367, 1375, 1383, 1392, 1400]",163.0
minim,0.851562,5,925,447,987,465,"[['5', 0.9999994], ['4', 4.5811032e-07], ['11', 1.6924838e-07]]","[1280, 1288, 1297, 1305, 1314, 1322, 1332, 1340, 1349, 1357, 1367, 1375, 1383, 1392, 1400]",157.0
semibreve,0.798828,7,935,465,977,485,"[['7', 0.9998976], ['6', 9.858602e-05], ['1', 3.0050855e-06]]","[1280, 1288, 1297, 1305, 1314, 1322, 1332, 1340, 1349, 1357, 1367, 1375, 1383, 1392, 1400]",159.0
breve,0.833984,3,915,479,945,500,"[['3', 1.0], ['8', 3.3510286e-10], ['2', 1.2774087e-10]]","[1280, 1288, 1297, 1305, 1315, 1323, 1332, 1340, 1349, 1357, 1367, 1375, 1383, 1392, 1400]",148.0
minim,0.84375,4,920,500,985,517,"[['4', 1.0], ['3', 1.3778486e-13], ['9', 1.4536495e-14]]","[1280, 1288, 1297, 1305, 1314, 1322, 1332, 1340, 1349, 1357, 1367, 1375, 1383, 1392, 1400]",167.0
colored semibreve,0.799805,5,922,517,965,537,"[['5', 1.0], ['6', 2.3947292e-11], ['4', 1.5144496e-12]]","[1280, 1288, 1297, 1305, 1314, 1322, 1332, 1340, 1349, 1357, 1367, 1375, 1383, 1392, 1400]",147.0
fusa,0.757812,6,907,535,972,552,"[['6', 1.0], ['5', 1.0284128e-12], ['12', 2.282885e-14]]","[1280, 1288, 1297, 1305, 1314, 1322, 1332, 1340, 1349, 1357, 1367, 1375, 1383, 1392, 1400]",148.0
fusa,0.746094,7,909,549,975,565,"[['7', 1.0], ['8', 2.7174046e-12], ['6', 1.99823e-13]]","[1281, 1289, 1298, 1306, 1315, 1323, 1331, 1339, 1350, 1358, 1367, 1375, 1383, 1392, 1400]",147.0
minim,0.825684,8,915,564,980,580,"[['8', 1.0], ['9', 2.6825003e-12], ['7', 3.388641e-14]]","[1281, 1289, 1298, 1306, 1315, 1323, 1332, 1340, 1350, 1358, 1367, 1375, 1383, 1392, 1400]",161.0
point,0.824219,,950,575,970,590,[],"[1281, 1289, 1298, 1306, 1315, 1323, 1333, 1341, 1350, 1358, 1364, 1372, 1380, 1389, 1397]",146.0
point,0.343994,,939,577,979,595,[],"[1282, 1290, 1299, 1307, 1315, 1323, 1333, 1341, 1350, 1358, 1367, 1375, 1383, 1392, 1400]",140.0
point,0.231567,,930,582,984,599,[],"[1281, 1289, 1298, 1306, 1315, 1323, 1333, 1341, 1350, 1358, 1367, 1375, 1383, 1392, 1400]",140.0
semiminim,0.635742,9,920,585,987,600,"[['9', 0.8758002], ['10', 0.124160476], ['8', 3.0118556e-05]]","[1281, 1289, 1298, 1306, 1315, 1323, 1333, 1341, 1350, 1358, 1367, 1375, 1383, 1392, 1400]",144.0
minim,0.606934,10,930,595,994,612,"[['10', 1.0], ['11', 2.7264125e-08], ['9', 9.87385e-12]]","[1281, 1289, 1298, 1306, 1315, 1323, 1333, 1341, 1350, 1358, 1367, 1375, 1383, 1392, 1400]",160.0
