label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.834473,3,550,152,609,172,[0.99],"[765, 773, 782, 790, 800, 808, 817, 825, 835, 843, 849, 857, 865, 874, 882]",141.0
flat,0.746582,6,545,167,595,182,"[['6', 0.8505724], ['7', 0.14749627], ['5', 0.0018707043]]","[765, 773, 782, 790, 800, 808, 818, 826, 835, 843, 849, 857, 865, 874, 882]",163.0
minim,0.853516,9,555,180,622,197,"[['9', 0.99998236], ['10', 1.4668685e-05], ['8', 2.838485e-06]]","[765, 773, 782, 790, 800, 808, 817, 825, 835, 843, 853, 861, 869, 878, 886]",157.0
minim,0.847168,7,544,192,605,210,"[['7', 1.0], ['8', 5.4984255e-08], ['6', 2.2651347e-12]]","[765, 773, 782, 790, 799, 807, 817, 825, 835, 843, 853, 861, 869, 878, 886]",162.0
semibreve,0.861328,8,574,210,615,230,"[['8', 1.0], ['9', 1.6924563e-10], ['4', 1.708256e-11]]","[765, 773, 782, 790, 799, 807, 817, 825, 835, 843, 852, 860, 868, 877, 885]",160.0
breve,0.64209,9,584,227,620,247,"[['9', 1.0], ['8', 6.242983e-17], ['10', 6.258674e-24]]","[765, 773, 782, 790, 799, 807, 817, 825, 834, 842, 852, 860, 868, 877, 885]",143.0
semibreve rest,0.52832,,552,242,624,255,[],"[765, 773, 782, 790, 799, 807, 817, 825, 834, 842, 852, 860, 868, 877, 885]",159.0
semibreve,0.743164,9,580,250,622,272,"[['9', 1.0], ['13', 3.0142694e-11], ['10', 2.3897283e-11]]","[765, 773, 782, 790, 799, 807, 815, 823, 834, 842, 852, 860, 868, 877, 885]",153.0
breve,0.814453,5,560,264,590,287,"[['5', 1.0], ['4', 3.5206668e-10], ['6', 3.5827228e-15]]","[765, 773, 782, 790, 799, 807, 815, 823, 834, 842, 852, 860, 868, 877, 885]",145.0
breve,0.79834,4,552,285,584,305,"[['4', 1.0], ['3', 3.659333e-12], ['5', 1.26670415e-14]]","[763, 771, 780, 788, 799, 807, 815, 823, 834, 842, 850, 858, 866, 875, 883]",157.0
semibreve,0.799805,5,552,302,594,320,"[['5', 1.0], ['4', 5.608153e-09], ['6', 4.1860343e-10]]","[763, 771, 780, 788, 797, 805, 815, 823, 834, 842, 850, 858, 866, 875, 883]",157.0
point,0.208374,,552,304,592,324,[],"[763, 771, 780, 788, 797, 805, 815, 823, 832, 840, 850, 858, 866, 875, 883]",157.0
point,0.726562,,560,312,580,327,[],"[763, 771, 780, 788, 797, 805, 815, 823, 832, 840, 850, 858, 866, 875, 883]",147.0
semiminim,0.868652,7,540,325,604,342,"[['7', 0.99301034], ['6', 0.006989589], ['12', 1.8918332e-10]]","[763, 771, 780, 788, 797, 805, 815, 823, 832, 840, 850, 858, 866, 875, 883]",150.0
semiminim,0.86377,7,542,340,607,357,"[['7', 1.0], ['6', 1.5396365e-13], ['8', 2.2394689e-14]]","[763, 771, 780, 788, 797, 805, 815, 823, 832, 840, 850, 858, 866, 875, 883]",152.0
minim,0.85791,6,557,357,624,375,"[['6', 0.9996635], ['5', 0.00032952716], ['11', 4.5737925e-06]]","[763, 771, 780, 788, 797, 805, 815, 823, 832, 840, 850, 858, 866, 875, 883]",162.0
