label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
fusa,0.735352,11,1018,669,1086,687,"[['11', 0.99627566], ['10', 0.0036990664], ['12', 2.3837525e-05]]","[1011, 1016, 1022, 1027, 1034, 1039, 1046, 1051, 1057, 1062, 1067, 1072, 1077, 1083, 1088]",143.0
semibreve,0.791504,11,1054,684,1087,707,"[['11', 0.9999895], ['12', 1.0389506e-05], ['14', 1.0369333e-07]]","[1012, 1017, 1023, 1028, 1035, 1040, 1046, 1051, 1057, 1062, 1068, 1073, 1078, 1084, 1089]",155.0
colored semibreve,0.11615,0,1022,695,1056,712,"[['0', 0.56922966], ['4', 0.35787448], ['1', 0.06895313]]","[1012, 1017, 1023, 1028, 1035, 1040, 1047, 1052, 1058, 1063, 1068, 1073, 1078, 1084, 1089]",161.0
semibreve,0.796875,5,1015,707,1053,728,"[['5', 0.9967353], ['4', 0.0032332032], ['0', 3.005928e-05]]","[1012, 1017, 1023, 1028, 1035, 1040, 1047, 1052, 1058, 1063, 1068, 1073, 1078, 1084, 1089]",156.0
point,0.668945,,1023,720,1045,737,[],"[1012, 1017, 1023, 1028, 1035, 1040, 1047, 1052, 1058, 1063, 1068, 1073, 1078, 1084, 1089]",152.0
minim,0.817383,4,1017,737,1076,757,"[['4', 0.99999976], ['5', 8.754006e-08], ['3', 5.8879213e-08]]","[1012, 1017, 1023, 1028, 1035, 1040, 1047, 1052, 1057, 1062, 1068, 1073, 1078, 1084, 1089]",156.0
semibreve,0.812988,4,1015,757,1052,779,"[['4', 0.9999405], ['5', 5.938009e-05], ['3', 4.3396007e-08]]","[1012, 1017, 1023, 1028, 1035, 1040, 1046, 1051, 1058, 1063, 1068, 1073, 1078, 1084, 1089]",150.0
minim,0.848633,7,1015,776,1071,796,"[['7', 0.99997747], ['8', 1.6284157e-05], ['6', 4.784225e-06]]","[1012, 1017, 1023, 1028, 1035, 1040, 1047, 1052, 1057, 1062, 1068, 1073, 1078, 1084, 1089]",148.0
minim,0.77832,5,1023,795,1082,814,"[['5', 0.9987544], ['6', 0.0011540188], ['4', 8.850945e-05]]","[1012, 1017, 1023, 1028, 1035, 1040, 1046, 1051, 1057, 1062, 1068, 1073, 1078, 1084, 1089]",147.0
point,0.714844,,1025,807,1045,822,[],"[1011, 1016, 1022, 1027, 1034, 1039, 1045, 1050, 1057, 1062, 1067, 1072, 1077, 1083, 1088]",135.0
semiminim,0.825195,6,1023,818,1084,834,"[['6', 0.9999021], ['7', 7.9394566e-05], ['5', 8.58846e-06]]","[1008, 1013, 1019, 1024, 1034, 1039, 1044, 1049, 1056, 1061, 1067, 1072, 1077, 1083, 1088]",138.0
semiminim,0.799805,7,1013,831,1070,847,"[['7', 0.99999726], ['8', 2.7583064e-06], ['12', 9.233963e-11]]","[1011, 1016, 1022, 1027, 1034, 1039, 1044, 1049, 1056, 1061, 1067, 1072, 1077, 1083, 1088]",132.0
semiminim,0.827148,8,1016,845,1072,860,"[['8', 0.9997645], ['3', 0.00023090445], ['7', 2.4467975e-06]]","[1010, 1015, 1021, 1026, 1033, 1038, 1044, 1049, 1056, 1061, 1066, 1071, 1076, 1082, 1087]",124.0
semibreve,0.591797,7,1032,859,1064,874,"[['7', 0.99997914], ['8', 2.0874462e-05], ['1', 1.1884587e-11]]","[1009, 1014, 1020, 1025, 1032, 1037, 1043, 1048, 1055, 1060, 1065, 1070, 1075, 1081, 1086]",124.0
c clef,0.648926,5,1010,869,1070,887,[0.99],"[1009, 1014, 1020, 1025, 1032, 1037, 1043, 1048, 1054, 1059, 1064, 1069, 1074, 1080, 1085]",126.0
custos,0.446289,,1012,880,1042,901,[],"[1012, 1017, 1023, 1028, 1030, 1035, 1043, 1048, 1052, 1057, 1064, 1069, 1074, 1080, 1085]",149.0
