label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.772949,5,1005,295,1065,316,[0.99],"[1004, 1009, 1015, 1020, 1026, 1031, 1035, 1040, 1048, 1053, 1059, 1064, 1069, 1075, 1080]",142.0
flat,0.733398,7,1007,313,1052,326,"[['7', 0.623088], ['6', 0.37679088], ['3', 0.00011862624]]","[1002, 1007, 1013, 1018, 1025, 1030, 1036, 1041, 1048, 1053, 1059, 1064, 1069, 1075, 1080]",141.0
semibreve,0.779785,6,1022,326,1051,342,"[['6', 0.9337451], ['7', 0.06610464], ['2', 0.00010494993]]","[1004, 1009, 1015, 1020, 1027, 1032, 1037, 1042, 1049, 1054, 1059, 1064, 1069, 1075, 1080]",150.0
fusa,0.281982,8,1006,340,1064,358,"[['8', 0.6196495], ['7', 0.37087137], ['3', 0.0089400215]]","[1004, 1009, 1015, 1020, 1027, 1032, 1036, 1041, 1049, 1054, 1059, 1064, 1069, 1075, 1080]",144.0
minim,0.547363,6,1019,356,1074,373,"[['6', 0.9999994], ['7', 5.940262e-07], ['12', 2.8683441e-08]]","[1004, 1009, 1015, 1020, 1027, 1032, 1038, 1043, 1049, 1054, 1059, 1064, 1069, 1075, 1080]",145.0
semiminim,0.728516,7,1007,371,1060,386,"[['7', 0.9927983], ['8', 0.007150987], ['13', 4.2651493e-05]]","[1004, 1009, 1015, 1020, 1027, 1032, 1038, 1043, 1050, 1055, 1059, 1064, 1069, 1075, 1080]",145.0
minim,0.197632,3,1017,381,1082,399,"[['3', 0.92210585], ['8', 0.075599074], ['12', 0.00096472725]]","[1004, 1009, 1015, 1020, 1027, 1032, 1037, 1042, 1049, 1054, 1059, 1064, 1069, 1075, 1080]",151.0
semiminim,0.638672,10,1013,396,1072,410,"[['10', 0.87359154], ['11', 0.10496318], ['3', 0.02144448]]","[1005, 1010, 1016, 1021, 1028, 1033, 1039, 1044, 1049, 1054, 1061, 1066, 1071, 1077, 1082]",148.0
semiminim,0.246094,11,1017,407,1082,424,"[['11', 0.997509], ['12', 0.002488191], ['7', 1.6362553e-06]]","[1005, 1010, 1016, 1021, 1028, 1033, 1039, 1044, 1050, 1055, 1060, 1065, 1070, 1076, 1081]",153.0
minim,0.78418,4,1011,419,1070,436,"[['4', 0.9998821], ['5', 0.000117824675], ['11', 2.1504162e-08]]","[1005, 1010, 1016, 1021, 1028, 1033, 1039, 1044, 1050, 1055, 1060, 1065, 1070, 1076, 1081]",151.0
point,0.764648,,1017,429,1037,443,[],"[1004, 1009, 1015, 1020, 1028, 1033, 1039, 1044, 1050, 1055, 1060, 1065, 1070, 1076, 1081]",139.0
point,0.105652,,1064,430,1085,449,[],"[1004, 1009, 1015, 1020, 1028, 1033, 1039, 1044, 1050, 1055, 1061, 1066, 1071, 1077, 1082]",163.0
fusa,0.428955,5,1014,438,1080,454,"[['5', 1.0], ['11', 1.3914525e-09], ['12', 1.3493329e-11]]","[1005, 1010, 1016, 1021, 1028, 1033, 1039, 1044, 1050, 1055, 1061, 1066, 1071, 1077, 1082]",147.0
fusa,0.526367,11,1015,450,1081,471,"[['11', 0.9848328], ['3', 0.010868624], ['12', 0.0042946883]]","[1006, 1011, 1017, 1022, 1028, 1033, 1040, 1045, 1051, 1056, 1061, 1066, 1071, 1077, 1082]",145.0
minim,0.714844,5,1017,471,1077,490,"[['5', 0.9856346], ['6', 0.01428958], ['11', 7.287136e-05]]","[1006, 1011, 1017, 1022, 1029, 1034, 1040, 1045, 1051, 1056, 1061, 1066, 1071, 1077, 1082]",152.0
semibreve,0.831055,9,1040,487,1075,509,"[['9', 0.9999968], ['10', 3.2221355e-06], ['13', 1.5115488e-10]]","[1007, 1012, 1018, 1023, 1029, 1034, 1041, 1046, 1052, 1057, 1062, 1067, 1072, 1078, 1083]",146.0
minim rest,0.654297,,1012,507,1076,521,[],"[1007, 1012, 1018, 1023, 1030, 1035, 1041, 1046, 1052, 1057, 1062, 1067, 1072, 1078, 1083]",177.0
minim,0.800781,4,1014,522,1072,540,"[['4', 1.0], ['5', 2.7698952e-09], ['3', 8.4663665e-10]]","[1007, 1012, 1018, 1023, 1030, 1035, 1042, 1047, 1053, 1058, 1063, 1068, 1073, 1079, 1084]",148.0
minim,0.760254,4,1013,539,1070,557,"[['4', 0.99404246], ['3', 0.005017369], ['5', 0.00042995205]]","[1008, 1013, 1019, 1024, 1031, 1036, 1042, 1047, 1053, 1058, 1063, 1068, 1073, 1079, 1084]",153.0
minim,0.811035,6,1025,554,1082,571,"[['6', 0.9993955], ['5', 0.00044997997], ['7', 7.5388554e-05]]","[1008, 1013, 1019, 1024, 1031, 1036, 1042, 1047, 1054, 1059, 1064, 1069, 1074, 1080, 1085]",154.0
point,0.785156,,1032,565,1051,579,[],"[1008, 1013, 1019, 1024, 1029, 1034, 1042, 1047, 1054, 1059, 1064, 1069, 1074, 1080, 1085]",120.0
semiminim,0.736816,7,1030,576,1085,594,"[['7', 0.98986405], ['8', 0.009097778], ['13', 0.000608692]]","[1009, 1014, 1020, 1025, 1032, 1037, 1043, 1048, 1054, 1059, 1064, 1069, 1074, 1080, 1085]",149.0
semibreve,0.382324,8,1036,592,1071,612,"[['8', 0.99549675], ['9', 0.004503041], ['4', 1.391493e-07]]","[1009, 1014, 1020, 1025, 1032, 1037, 1044, 1049, 1055, 1060, 1065, 1070, 1075, 1081, 1086]",151.0
minim,0.847168,10,1017,608,1077,627,"[['10', 0.9988236], ['9', 0.00096816727], ['11', 0.00020696991]]","[1010, 1015, 1021, 1026, 1033, 1038, 1043, 1048, 1055, 1060, 1066, 1071, 1076, 1082, 1087]",151.0
minim,0.657715,9,1013,627,1073,646,"[['9', 0.717593], ['8', 0.28097716], ['3', 0.00052385096]]","[1010, 1015, 1021, 1026, 1033, 1038, 1045, 1050, 1056, 1061, 1066, 1071, 1076, 1082, 1087]",152.0
point,0.772949,,1046,641,1066,655,[],"[1011, 1016, 1022, 1027, 1034, 1039, 1044, 1049, 1056, 1061, 1067, 1072, 1077, 1083, 1088]",146.0
point,0.772949,,1046,641,1066,655,[],"[1011, 1016, 1022, 1027, 1034, 1039, 1044, 1049, 1056, 1061, 1067, 1072, 1077, 1083, 1088]",146.0
fusa,0.745605,9,1017,653,1082,672,"[['9', 0.9999869], ['10', 1.2184411e-05], ['8', 6.288789e-07]]","[1011, 1016, 1022, 1027, 1034, 1039, 1046, 1051, 1057, 1062, 1067, 1072, 1077, 1083, 1088]",147.0
