label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.760742,9,294,497,344,520,[0.99],"[253, 259, 265, 271, 278, 284, 290, 296, 302, 308, 314, 320, 326, 332, 338]",145.0
breve,0.741699,5,270,504,301,529,"[['5', 1.0], ['6', 1.5591378e-09], ['4', 4.7624266e-10]]","[253, 259, 265, 271, 278, 284, 290, 296, 302, 308, 314, 320, 326, 332, 338]",140.0
semibreve rest,0.561035,,263,525,328,536,[],"[253, 259, 265, 271, 278, 284, 290, 296, 302, 308, 314, 320, 326, 332, 338]",137.0
longa rest,0.731445,,263,533,329,545,[],"[254, 260, 266, 272, 279, 285, 291, 297, 302, 308, 315, 321, 327, 333, 339]",147.0
longa rest,0.713867,,266,541,331,555,[],"[254, 260, 266, 272, 279, 285, 291, 297, 303, 309, 315, 321, 327, 333, 339]",154.0
minim rest,0.682617,,263,553,329,565,[],"[254, 260, 266, 272, 278, 284, 291, 297, 303, 309, 315, 321, 327, 333, 339]",156.0
semibreve,0.839844,7,277,564,315,584,"[['7', 1.0], ['6', 3.1366375e-13], ['1', 5.3141268e-14]]","[254, 260, 266, 272, 278, 284, 290, 296, 302, 308, 315, 321, 327, 333, 339]",149.0
minim,0.827148,8,263,581,320,600,"[['8', 1.0], ['3', 7.166758e-12], ['9', 7.2015874e-13]]","[254, 260, 266, 272, 278, 284, 290, 296, 302, 308, 315, 321, 327, 333, 339]",147.0
point,0.107788,,276,588,317,605,[],"[254, 260, 266, 272, 278, 284, 290, 296, 302, 308, 315, 321, 327, 333, 339]",148.0
point,0.754395,,289,594,311,608,[],"[254, 260, 266, 272, 278, 284, 290, 296, 302, 308, 315, 321, 327, 333, 339]",137.0
semiminim,0.841797,9,266,606,327,623,"[['9', 1.0], ['8', 8.046043e-11], ['10', 3.0925266e-11]]","[253, 259, 265, 271, 278, 284, 290, 296, 302, 308, 315, 321, 327, 333, 339]",141.0
semiminim,0.841797,8,261,622,317,639,"[['8', 1.0], ['7', 2.4723514e-09], ['3', 1.8468909e-09]]","[253, 259, 265, 271, 278, 284, 290, 296, 302, 308, 314, 320, 326, 332, 338]",138.0
semiminim,0.850098,10,270,637,332,654,"[['10', 1.0], ['11', 2.2902189e-08], ['9', 2.6588383e-09]]","[253, 259, 265, 271, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",134.0
point,0.316406,,303,651,322,658,[],"[252, 258, 264, 270, 277, 283, 290, 296, 301, 307, 314, 320, 326, 332, 338]",156.0
minim,0.836426,9,264,653,325,672,"[['9', 0.999997], ['8', 1.8140046e-06], ['10', 1.1818371e-06]]","[253, 259, 265, 271, 278, 284, 290, 296, 302, 308, 314, 320, 326, 332, 338]",144.0
minim,0.841797,10,270,670,330,689,"[['10', 1.0], ['11', 1.7594759e-11], ['9', 1.3959675e-11]]","[253, 259, 265, 271, 278, 284, 290, 296, 302, 308, 314, 320, 326, 332, 338]",155.0
minim rest,0.526855,,264,686,330,699,[],"[253, 259, 265, 271, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",153.0
semibreve,0.847168,8,280,696,318,715,"[['8', 1.0], ['7', 3.3984197e-11], ['4', 7.944428e-13]]","[253, 259, 265, 271, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",151.0
semiminim,0.867676,9,265,714,327,731,"[['9', 0.9999759], ['8', 2.4136585e-05], ['10', 1.6926466e-08]]","[252, 258, 264, 270, 277, 283, 289, 295, 301, 307, 314, 320, 326, 332, 338]",143.0
semiminim,0.863281,10,269,731,331,748,"[['10', 0.99998045], ['11', 1.9400297e-05], ['9', 6.2396865e-08]]","[252, 258, 264, 270, 276, 282, 289, 295, 301, 307, 313, 319, 325, 331, 337]",145.0
minim,0.847168,9,265,748,326,768,"[['9', 0.9990746], ['8', 0.0003938493], ['10', 0.0002011125]]","[252, 258, 264, 270, 276, 282, 289, 295, 301, 307, 314, 320, 326, 332, 338]",150.0
semibreve,0.86377,8,281,768,318,789,"[['8', 1.0], ['7', 9.485254e-12], ['4', 1.6893036e-12]]","[251, 257, 263, 269, 276, 282, 289, 295, 301, 307, 314, 320, 326, 332, 338]",149.0
minim,0.842773,10,269,787,329,806,"[['10', 0.99999964], ['11', 4.1102683e-07], ['9', 1.6460652e-08]]","[251, 257, 263, 269, 276, 282, 288, 294, 301, 307, 313, 319, 325, 331, 337]",147.0
minim,0.847656,9,265,806,325,825,"[['9', 0.9324757], ['3', 0.057156786], ['2', 0.0096894]]","[251, 257, 263, 269, 276, 282, 288, 294, 301, 307, 313, 319, 325, 331, 337]",146.0
semiminim,0.86377,8,259,824,317,841,"[['8', 1.0], ['7', 8.236607e-09], ['3', 4.5458737e-10]]","[251, 257, 263, 269, 276, 282, 288, 294, 301, 307, 313, 319, 325, 331, 337]",138.0
