label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.716309,5,480,221,524,242,[0.99],"[440, 446, 452, 458, 465, 471, 477, 483, 489, 495, 501, 507, 513, 519, 525]",147.0
Imincut,0.743652,,457,235,509,262,[],"[440, 446, 452, 458, 465, 471, 477, 483, 489, 495, 501, 507, 513, 519, 525]",145.0
longa rest,0.524902,,447,265,513,276,[],"[440, 446, 452, 458, 465, 471, 476, 482, 489, 495, 501, 507, 513, 519, 525]",149.0
longa rest,0.675293,,447,273,517,287,[],"[440, 446, 452, 458, 464, 470, 476, 482, 488, 494, 501, 507, 513, 519, 525]",131.0
breve,0.812012,5,454,283,487,307,"[['5', 1.0], ['6', 1.6126866e-15], ['4', 7.0351327e-22]]","[440, 446, 452, 458, 464, 470, 476, 482, 488, 494, 501, 507, 513, 519, 525]",147.0
minim,0.821289,6,441,308,495,327,"[['6', 1.0], ['7', 5.293056e-10], ['5', 4.8478957e-11]]","[440, 446, 452, 458, 464, 470, 476, 482, 489, 495, 501, 507, 513, 519, 525]",154.0
minim,0.850586,7,443,324,502,343,"[['7', 1.0], ['8', 2.580802e-09], ['6', 1.2539595e-09]]","[440, 446, 452, 458, 464, 470, 476, 482, 488, 494, 501, 507, 513, 519, 525]",150.0
semibreve,0.849121,6,458,342,493,361,"[['6', 1.0], ['7', 2.4110994e-08], ['2', 2.8882392e-13]]","[440, 446, 452, 458, 464, 470, 476, 482, 488, 494, 501, 507, 513, 519, 525]",148.0
breve,0.82959,7,467,357,497,380,"[['7', 1.0], ['8', 6.09817e-12], ['9', 3.6269024e-24]]","[440, 446, 452, 458, 464, 470, 476, 482, 488, 494, 501, 507, 513, 519, 525]",142.0
breve rest,0.722656,,449,377,514,389,[],"[439, 445, 451, 457, 464, 470, 476, 482, 488, 494, 501, 507, 513, 519, 525]",156.0
minim rest,0.691406,,449,387,514,399,[],"[439, 445, 451, 457, 464, 470, 476, 482, 488, 494, 501, 507, 513, 519, 525]",147.0
minim,0.840332,7,445,397,501,416,"[['7', 0.9995852], ['8', 0.00041299572], ['6', 1.424929e-06]]","[439, 445, 451, 457, 464, 470, 476, 482, 488, 494, 500, 506, 512, 518, 524]",148.0
minim,0.847168,5,452,417,508,435,"[['5', 0.99999964], ['11', 2.1866806e-07], ['4', 1.3997692e-07]]","[439, 445, 451, 457, 464, 470, 476, 482, 488, 494, 501, 507, 513, 519, 525]",141.0
point,0.804688,,454,429,472,443,[],"[439, 445, 451, 457, 464, 470, 476, 482, 488, 494, 500, 506, 512, 518, 524]",134.0
semiminim,0.86377,4,447,439,504,456,"[['4', 1.0], ['3', 4.770096e-15], ['5', 5.4041936e-16]]","[439, 445, 451, 457, 464, 470, 476, 482, 488, 494, 500, 506, 512, 518, 524]",140.0
point,0.123962,,438,456,476,476,[],"[439, 445, 451, 457, 464, 470, 476, 482, 488, 494, 500, 506, 512, 518, 524]",146.0
semibreve,0.773438,3,438,457,475,476,"[['3', 1.0], ['4', 3.6527083e-12], ['0', 9.5185544e-14]]","[439, 445, 451, 457, 463, 469, 475, 481, 487, 493, 500, 506, 512, 518, 524]",146.0
point,0.812012,,441,468,460,482,[],"[439, 445, 451, 457, 463, 469, 475, 481, 487, 493, 500, 506, 512, 518, 524]",136.0
point,0.812012,,441,468,460,482,[],"[439, 445, 451, 457, 463, 469, 475, 481, 487, 493, 500, 506, 512, 518, 524]",136.0
minim,0.827148,4,449,476,502,494,"[['4', 1.0], ['5', 1.1205016e-09], ['3', 3.250227e-10]]","[439, 445, 451, 457, 463, 469, 475, 481, 487, 493, 500, 506, 512, 518, 524]",147.0
semibreve,0.727051,2,433,491,466,511,"[['2', 1.0], ['3', 1.9853785e-16], ['1', 1.6800077e-16]]","[438, 444, 450, 456, 463, 469, 475, 481, 487, 493, 500, 506, 512, 518, 524]",150.0
semibreve,0.695801,3,434,511,473,529,"[['3', 0.93188566], ['7', 0.02808742], ['8', 0.018367898]]","[438, 444, 450, 456, 463, 469, 475, 481, 487, 493, 500, 506, 512, 518, 524]",140.0
semibreve,0.698242,5,455,524,481,544,"[['5', 0.9973573], ['1', 0.0015887591], ['2', 0.0005010101]]","[438, 444, 450, 456, 463, 469, 475, 481, 487, 493, 500, 506, 512, 518, 524]",131.0
breve rest,0.637207,,440,542,511,555,[],"[438, 444, 450, 456, 463, 469, 475, 481, 487, 493, 500, 506, 512, 518, 524]",133.0
semibreve rest,0.570312,,442,553,512,565,[],"[438, 444, 450, 456, 463, 469, 475, 481, 487, 493, 499, 505, 511, 517, 523]",146.0
semibreve,0.858887,3,438,564,476,585,"[['3', 1.0], ['4', 2.4550035e-08], ['0', 6.434314e-14]]","[438, 444, 450, 456, 463, 469, 475, 481, 487, 493, 499, 505, 511, 517, 523]",151.0
semibreve,0.822266,4,447,583,478,602,"[['4', 1.0], ['5', 1.234083e-13], ['0', 3.7777775e-15]]","[438, 444, 450, 456, 463, 469, 475, 481, 487, 493, 500, 506, 512, 518, 524]",152.0
minim,0.843262,5,451,600,510,618,"[['5', 1.0], ['11', 1.9704737e-08], ['6', 1.2424083e-09]]","[438, 444, 450, 456, 463, 469, 475, 481, 487, 493, 500, 506, 512, 518, 524]",151.0
minim,0.796875,7,439,615,500,635,"[['7', 1.0], ['8', 1.352566e-12], ['6', 1.4393836e-13]]","[438, 444, 450, 456, 463, 469, 474, 480, 487, 493, 499, 505, 511, 517, 523]",147.0
breve,0.842285,5,452,632,485,655,"[['5', 0.9999975], ['6', 2.4879882e-06], ['4', 5.2120936e-18]]","[437, 443, 449, 455, 462, 468, 474, 480, 486, 492, 499, 505, 511, 517, 523]",143.0
semibreve,0.856445,6,455,652,491,673,"[['6', 0.9999995], ['7', 4.1747643e-07], ['5', 1.5852251e-09]]","[437, 443, 449, 455, 462, 468, 474, 480, 486, 492, 499, 505, 511, 517, 523]",162.0
breve,0.853027,7,466,671,497,695,"[['7', 0.87166864], ['8', 0.12833129], ['9', 2.3725936e-11]]","[438, 444, 450, 456, 462, 468, 475, 481, 487, 493, 499, 505, 511, 517, 523]",142.0
semibreve rest,0.787109,,447,694,513,706,[],"[438, 444, 450, 456, 462, 468, 475, 481, 487, 493, 499, 505, 511, 517, 523]",157.0
breve rest,0.611328,,449,705,514,716,[],"[437, 443, 449, 455, 462, 468, 474, 480, 486, 492, 499, 505, 511, 517, 523]",150.0
minim rest,0.543945,,447,714,510,725,[],"[437, 443, 449, 455, 462, 468, 474, 480, 486, 492, 499, 505, 511, 517, 523]",154.0
minim,0.835938,7,442,723,501,742,"[['7', 0.99993134], ['8', 6.6461114e-05], ['6', 1.7419096e-06]]","[437, 443, 449, 455, 462, 468, 474, 480, 486, 492, 499, 505, 511, 517, 523]",152.0
minim,0.852539,4,451,736,508,754,"[['4', 0.57099634], ['5', 0.42700544], ['13', 0.0009752799]]","[437, 443, 449, 455, 462, 468, 474, 480, 486, 492, 499, 505, 511, 517, 523]",151.0
point,0.743652,,452,746,471,762,[],"[437, 443, 449, 455, 462, 468, 474, 480, 486, 492, 499, 505, 511, 517, 523]",131.0
semiminim,0.866211,4,445,759,505,777,"[['4', 1.0], ['3', 6.986993e-14], ['9', 4.7819045e-14]]","[437, 443, 449, 455, 462, 468, 474, 480, 486, 492, 499, 505, 511, 517, 523]",144.0
semibreve,0.785645,3,437,774,475,794,"[['3', 1.0], ['4', 1.06009866e-13], ['0', 2.537025e-15]]","[437, 443, 449, 455, 462, 468, 474, 480, 486, 492, 499, 505, 511, 517, 523]",150.0
point,0.123596,,436,775,474,795,[],"[437, 443, 449, 455, 462, 468, 474, 480, 486, 492, 499, 505, 511, 517, 523]",154.0
point,0.818359,,439,786,458,800,[],"[437, 443, 449, 455, 462, 468, 474, 480, 486, 492, 499, 505, 511, 517, 523]",134.0
point,0.818359,,439,786,458,800,[],"[437, 443, 449, 455, 462, 468, 474, 480, 486, 492, 499, 505, 511, 517, 523]",134.0
minim,0.831055,4,447,794,502,813,"[['4', 0.9999994], ['3', 5.9218956e-07], ['5', 7.2486444e-09]]","[437, 443, 449, 455, 462, 468, 474, 480, 486, 492, 499, 505, 511, 517, 523]",156.0
semibreve,0.587891,2,436,811,465,832,"[['2', 1.0], ['3', 2.1550414e-13], ['1', 3.150605e-15]]","[437, 443, 449, 455, 462, 468, 474, 480, 486, 492, 499, 505, 511, 517, 523]",156.0
semibreve,0.651855,3,435,833,471,851,"[['3', 0.9999497], ['4', 3.1174666e-05], ['7', 1.0102803e-05]]","[437, 443, 449, 455, 462, 468, 474, 480, 486, 492, 498, 504, 510, 516, 522]",138.0
semibreve,0.69873,5,454,845,480,864,"[['5', 0.9747214], ['6', 0.0140055865], ['2', 0.009401597]]","[436, 442, 448, 454, 461, 467, 473, 479, 485, 491, 498, 504, 510, 516, 522]",136.0
breve rest,0.596191,,442,866,510,878,[],"[437, 443, 449, 455, 461, 467, 473, 479, 486, 492, 498, 504, 510, 516, 522]",152.0
semibreve rest,0.541016,,442,876,508,888,[],"[437, 443, 449, 455, 461, 467, 473, 479, 486, 492, 498, 504, 510, 516, 522]",151.0
semibreve,0.81543,3,438,883,474,903,"[['3', 1.0], ['4', 3.3386232e-08], ['0', 1.833631e-12]]","[436, 442, 448, 454, 461, 467, 473, 479, 485, 491, 498, 504, 510, 516, 522]",154.0
custos,0.508301,,443,900,478,927,[],"[436, 442, 448, 454, 461, 467, 473, 479, 485, 491, 498, 504, 510, 516, 522]",161.0
