label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
semibreve,0.162231,3,597,97,655,109,"[['3', 0.8230688], ['1', 0.16444524], ['4', 0.010216283]]","[828, 837, 846, 855, 862, 871, 883, 892, 901, 910, 921, 930, 939, 948, 957]",167.0
breve,0.118286,3,587,102,617,115,"[['3', 0.84257734], ['2', 0.15741214], ['8', 1.0138894e-05]]","[828, 837, 846, 855, 862, 871, 883, 892, 901, 910, 921, 930, 939, 948, 957]",174.0
semibreve rest,0.115784,,600,120,662,130,[],"[826, 835, 844, 853, 863, 872, 883, 892, 901, 910, 921, 930, 939, 948, 957]",165.0
c clef,0.848145,3,605,172,659,190,[0.99],"[827, 836, 845, 854, 865, 874, 884, 893, 903, 912, 922, 931, 940, 949, 958]",161.0
minim,0.78125,6,590,187,649,202,"[['6', 0.9737785], ['5', 0.026221456], ['13', 2.0379798e-09]]","[834, 843, 852, 861, 869, 878, 889, 898, 906, 915, 922, 931, 940, 949, 958]",155.0
colored semibreve,0.806152,4,607,197,642,214,"[['4', 0.9999994], ['3', 5.8736316e-07], ['5', 8.164839e-09]]","[840, 849, 858, 867, 875, 884, 893, 902, 911, 920, 929, 938, 947, 956, 965]",145.0
semiminim,0.775879,5,590,210,650,225,"[['5', 1.0], ['6', 2.0559637e-12], ['11', 1.09485024e-16]]","[838, 847, 856, 865, 875, 884, 893, 902, 911, 920, 929, 938, 947, 956, 965]",149.0
semiminim,0.832031,6,597,220,657,234,"[['6', 0.9999962], ['5', 2.0315483e-06], ['7', 1.7577797e-06]]","[838, 847, 856, 865, 875, 884, 892, 901, 911, 920, 929, 938, 947, 956, 965]",150.0
semiminim,0.827148,7,599,232,665,247,"[['7', 1.0], ['6', 3.0752668e-12], ['8', 1.7337437e-12]]","[838, 847, 856, 865, 873, 882, 892, 901, 911, 920, 928, 937, 946, 955, 964]",150.0
breve,0.751953,8,635,242,665,262,"[['8', 0.9998271], ['9', 0.00017296083], ['7', 6.079671e-09]]","[838, 847, 856, 865, 873, 882, 891, 900, 910, 919, 928, 937, 946, 955, 964]",157.0
semibreve,0.755371,4,602,252,642,270,"[['4', 1.0], ['5', 2.8811213e-08], ['1', 1.4797364e-09]]","[837, 846, 855, 864, 873, 882, 891, 900, 910, 919, 928, 937, 946, 955, 964]",160.0
breve,0.468994,8,604,267,627,284,"[['8', 0.63018984], ['3', 0.35285944], ['14', 0.009266844]]","[837, 846, 855, 864, 873, 882, 891, 900, 907, 916, 928, 937, 946, 955, 964]",144.0
colored breve,0.408936,2,597,277,617,292,"[['2', 0.9997608], ['8', 0.00023150841], ['14', 7.3088795e-06]]","[837, 846, 855, 864, 872, 881, 890, 899, 908, 917, 926, 935, 944, 953, 962]",141.0
semiminim,0.851562,3,597,289,660,304,"[['3', 1.0], ['12', 8.309672e-15], ['4', 2.0718445e-15]]","[837, 846, 855, 864, 872, 881, 890, 899, 908, 917, 926, 935, 944, 953, 962]",149.0
semiminim,0.842773,4,602,300,672,315,"[['4', 0.8372275], ['3', 0.16277209], ['1', 1.8849828e-07]]","[836, 845, 854, 863, 872, 881, 890, 899, 908, 917, 926, 935, 944, 953, 962]",151.0
semibreve,0.755859,5,607,314,647,330,"[['5', 1.0], ['6', 1.3121052e-08], ['2', 2.2624945e-10]]","[836, 845, 854, 863, 872, 881, 890, 899, 908, 917, 926, 935, 944, 953, 962]",158.0
semibreve,0.768066,3,600,327,640,344,"[['3', 0.996609], ['4', 0.0031796852], ['2', 0.00017236253]]","[836, 845, 854, 863, 870, 879, 888, 897, 907, 916, 925, 934, 943, 952, 961]",163.0
colored breve,0.663574,3,600,347,627,359,"[['3', 1.0], ['8', 1.7395639e-08], ['2', 3.4089986e-13]]","[834, 843, 852, 861, 870, 879, 889, 898, 907, 916, 925, 934, 943, 952, 961]",152.0
semiminim,0.779297,4,587,355,635,370,"[['4', 1.0], ['3', 7.831837e-11], ['11', 7.6381275e-17]]","[835, 844, 853, 862, 870, 879, 889, 898, 907, 916, 925, 934, 943, 952, 961]",152.0
semiminim,0.835938,5,587,365,645,380,"[['5', 1.0], ['11', 7.703606e-12], ['6', 1.7638018e-13]]","[834, 843, 852, 861, 869, 878, 887, 896, 905, 914, 924, 933, 942, 951, 960]",153.0
semibreve,0.820801,6,614,377,650,392,"[['6', 0.9999746], ['7', 2.3350844e-05], ['5', 1.8185194e-06]]","[834, 843, 852, 861, 869, 878, 887, 896, 905, 914, 924, 933, 942, 951, 960]",160.0
colored semibreve,0.754883,8,629,387,664,405,"[['8', 0.99995995], ['9', 3.45742e-05], ['1', 4.1371595e-06]]","[833, 842, 851, 860, 869, 878, 887, 896, 905, 914, 924, 933, 942, 951, 960]",152.0
semiminim,0.821777,7,595,402,657,417,"[['7', 0.8689278], ['6', 0.13107051], ['8', 7.560015e-07]]","[833, 842, 851, 860, 869, 878, 887, 896, 905, 914, 924, 933, 942, 951, 960]",156.0
point,0.134644,,630,412,647,422,[],"[833, 842, 851, 860, 868, 877, 886, 895, 904, 913, 922, 931, 940, 949, 958]",173.0
minim,0.845703,6,590,417,652,432,"[['6', 0.98921365], ['5', 0.010507467], ['12', 0.00011880925]]","[831, 840, 849, 858, 868, 877, 886, 895, 904, 913, 922, 931, 940, 949, 958]",169.0
semiminim,0.842285,5,589,432,642,447,"[['5', 1.0], ['11', 2.5685007e-09], ['6', 7.7861895e-10]]","[831, 840, 849, 858, 868, 877, 886, 895, 904, 913, 922, 931, 940, 949, 958]",153.0
semiminim,0.835449,6,590,444,650,459,"[['6', 1.0], ['5', 6.879015e-13], ['7', 5.5337093e-13]]","[831, 840, 849, 858, 868, 877, 885, 894, 904, 913, 922, 931, 940, 949, 958]",152.0
semiminim,0.844238,7,595,457,657,470,"[['7', 0.99999976], ['8', 1.3694881e-07], ['6', 6.034013e-08]]","[831, 840, 849, 858, 866, 875, 884, 893, 903, 912, 921, 930, 939, 948, 957]",158.0
semiminim,0.848145,8,600,467,660,482,"[['8', 0.7920826], ['7', 0.20787627], ['3', 1.987388e-05]]","[830, 839, 848, 857, 866, 875, 884, 893, 903, 912, 921, 930, 939, 948, 957]",156.0
semiminim,0.812012,9,605,480,669,495,"[['9', 0.9963541], ['8', 0.0024813337], ['2', 0.00056627573]]","[830, 839, 848, 857, 866, 875, 884, 893, 903, 912, 921, 930, 939, 948, 957]",160.0
semiminim,0.844727,10,612,492,675,507,"[['10', 0.9996364], ['11', 0.0003635499], ['9', 1.585245e-09]]","[830, 839, 848, 857, 865, 874, 882, 891, 901, 910, 921, 930, 939, 948, 957]",153.0
semibreve,0.812012,6,612,504,645,519,"[['6', 0.5962135], ['5', 0.37719947], ['2', 0.014056014]]","[830, 839, 848, 857, 865, 874, 882, 891, 901, 910, 919, 928, 937, 946, 955]",178.0
semibreve,0.838867,2,619,515,655,530,"[['2', 0.95672685], ['1', 0.04307154], ['7', 0.000177862]]","[829, 838, 847, 856, 865, 874, 883, 892, 901, 910, 919, 928, 937, 946, 955]",176.0
longa,0.851074,8,627,527,687,547,"[['8', 0.9911671], ['7', 0.008831543], ['9', 1.3575414e-06]]","[829, 838, 847, 856, 865, 874, 883, 892, 902, 911, 919, 928, 937, 946, 955]",183.0
longa,0.706055,5,607,549,680,569,"[['5', 0.9999914], ['6', 8.562474e-06], ['4', 7.31724e-08]]","[829, 838, 847, 856, 863, 872, 882, 891, 900, 909, 918, 927, 936, 945, 954]",170.0
