label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.785645,5,778,312,849,337,[0.99],"[781, 787, 793, 799, 804, 810, 816, 822, 827, 833, 838, 844, 850, 856, 862]",153.0
semibreve,0.252441,6,793,341,835,347,"[['6', 0.9995981], ['0', 0.00014048906], ['2', 0.00012450441]]","[781, 787, 793, 799, 805, 811, 816, 822, 827, 833, 838, 844, 850, 856, 862]",190.0
semibreve,0.825684,4,784,354,826,381,"[['4', 0.9999995], ['5', 2.995684e-07], ['1', 8.939388e-08]]","[781, 787, 793, 799, 805, 811, 816, 822, 827, 833, 838, 844, 850, 856, 862]",160.0
minim,0.834961,8,786,384,846,404,"[['8', 1.0], ['9', 5.04073e-13], ['7', 2.2363443e-14]]","[780, 786, 792, 798, 804, 810, 816, 822, 827, 833, 840, 846, 852, 858, 864]",163.0
point,0.8125,,816,397,838,414,[],"[780, 786, 792, 798, 804, 810, 816, 822, 827, 833, 840, 846, 852, 858, 864]",160.0
semiminim,0.835449,8,784,418,842,438,"[['8', 0.99174553], ['7', 0.008158875], ['3', 7.969051e-05]]","[780, 786, 792, 798, 804, 810, 816, 822, 826, 832, 837, 843, 849, 855, 861]",140.0
semiminim,0.814941,6,783,443,834,464,"[['6', 0.9984578], ['7', 0.0015314218], ['5', 4.509107e-06]]","[779, 785, 791, 797, 803, 809, 816, 822, 826, 832, 837, 843, 849, 855, 861]",139.0
semiminim,0.858887,7,785,470,842,490,"[['7', 0.99989736], ['8', 0.0001018973], ['6', 5.2092605e-07]]","[779, 785, 791, 797, 803, 809, 814, 820, 825, 831, 836, 842, 848, 854, 860]",145.0
semiminim,0.828613,7,783,495,840,515,"[['7', 1.0], ['8', 2.5059466e-08], ['6', 3.801135e-09]]","[779, 785, 791, 797, 802, 808, 814, 820, 825, 831, 836, 842, 848, 854, 860]",152.0
fusa,0.737793,8,780,519,848,540,"[['8', 1.0], ['7', 3.8512505e-12], ['9', 3.1402426e-12]]","[778, 784, 790, 796, 802, 808, 813, 819, 824, 830, 835, 841, 847, 853, 859]",147.0
fusa,0.741211,9,783,537,851,556,"[['9', 0.99961615], ['10', 0.00038339524], ['8', 2.601578e-07]]","[778, 784, 790, 796, 802, 808, 813, 819, 824, 830, 835, 841, 847, 853, 859]",144.0
semibreve,0.85791,8,803,559,845,584,"[['8', 1.0], ['9', 1.756258e-10], ['7', 6.9816486e-11]]","[777, 783, 789, 795, 801, 807, 813, 819, 824, 830, 835, 841, 847, 853, 859]",157.0
breve,0.870605,9,811,584,848,611,"[['9', 1.0], ['8', 3.2332362e-10], ['10', 1.2999295e-15]]","[777, 783, 789, 795, 801, 807, 813, 819, 824, 830, 837, 843, 849, 855, 861]",146.0
longa rest,0.785156,,787,611,851,625,[],"[777, 783, 789, 795, 801, 807, 813, 819, 824, 830, 837, 843, 849, 855, 861]",154.0
breve rest,0.765137,,785,623,848,636,[],"[777, 783, 789, 795, 801, 807, 813, 819, 823, 829, 837, 843, 849, 855, 861]",152.0
breve rest,0.726562,,785,636,850,649,[],"[777, 783, 789, 795, 801, 807, 813, 819, 823, 829, 837, 843, 849, 855, 861]",145.0
semibreve,0.846191,5,787,649,829,673,"[['5', 1.0], ['6', 4.443108e-11], ['2', 2.453187e-16]]","[777, 783, 789, 795, 801, 807, 813, 819, 823, 829, 837, 843, 849, 855, 861]",152.0
minim,0.817383,6,794,676,852,697,"[['6', 1.0], ['5', 1.384626e-11], ['7', 6.818043e-12]]","[777, 783, 789, 795, 801, 807, 812, 818, 823, 829, 837, 843, 849, 855, 861]",152.0
custos,0.518555,,787,699,829,733,[],"[777, 783, 789, 795, 801, 807, 813, 819, 823, 829, 837, 843, 849, 855, 861]",170.0
