label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.476562,9,264,304,331,328,[0.99],"[249, 254, 260, 265, 271, 276, 283, 288, 294, 299, 304, 309, 314, 320, 325]",147.0
flat,0.700684,3,246,317,278,333,"[['3', 0.97726476], ['6', 0.022721076], ['7', 1.1902943e-05]]","[249, 254, 260, 265, 271, 276, 283, 288, 294, 299, 303, 308, 313, 319, 324]",168.0
flat,0.751465,2,270,322,319,339,"[['2', 0.65557253], ['7', 0.3374249], ['3', 0.004497169]]","[248, 253, 259, 264, 271, 276, 282, 287, 294, 299, 304, 309, 314, 320, 325]",163.0
minim,0.60498,5,256,351,321,371,"[['5', 0.9985631], ['6', 0.001141761], ['11', 0.00023755766]]","[248, 253, 259, 264, 271, 276, 283, 288, 293, 298, 304, 309, 314, 320, 325]",150.0
point,0.787598,,259,365,282,382,[],"[248, 253, 259, 264, 271, 276, 283, 288, 293, 298, 304, 309, 314, 320, 325]",152.0
point,0.787598,,259,365,282,382,[],"[248, 253, 259, 264, 271, 276, 283, 288, 293, 298, 304, 309, 314, 320, 325]",152.0
fusa,0.502441,6,261,384,323,405,"[['6', 0.9221082], ['7', 0.076894134], ['12', 0.0009925672]]","[248, 253, 259, 264, 271, 276, 283, 288, 293, 298, 304, 309, 314, 320, 325]",149.0
fusa,0.553223,12,265,402,327,425,"[['12', 0.9999782], ['7', 1.2962509e-05], ['13', 8.753608e-06]]","[248, 253, 259, 264, 271, 276, 283, 288, 293, 298, 304, 309, 314, 320, 325]",147.0
breve,0.841309,9,273,434,312,461,"[['9', 0.5118529], ['8', 0.4881471], ['7', 2.0004949e-13]]","[248, 253, 259, 264, 271, 276, 282, 287, 293, 298, 303, 308, 313, 319, 324]",150.0
minim rest,0.675781,,254,457,321,472,[],"[248, 253, 259, 264, 271, 276, 282, 287, 293, 298, 304, 309, 314, 320, 325]",192.0
semibreve,0.859863,5,257,476,299,500,"[['5', 0.95417506], ['6', 0.031134991], ['1', 0.01348956]]","[248, 253, 259, 264, 271, 276, 283, 288, 294, 299, 304, 309, 314, 320, 325]",154.0
minim,0.84375,6,263,504,322,526,"[['6', 0.9900969], ['7', 0.009748379], ['12', 4.7426962e-05]]","[249, 254, 260, 265, 271, 276, 283, 288, 294, 299, 304, 309, 314, 320, 325]",159.0
3,0.186401,,282,524,322,558,[],"[249, 254, 260, 265, 272, 277, 283, 288, 294, 299, 304, 309, 314, 320, 325]",189.0
fermata,0.170288,,283,526,323,556,[],"[249, 254, 260, 265, 272, 277, 284, 289, 294, 299, 304, 309, 314, 320, 325]",190.0
semibreve,0.75293,3,248,528,285,554,"[['3', 1.0], ['4', 2.1025372e-08], ['7', 7.427817e-11]]","[249, 254, 260, 265, 272, 277, 284, 289, 294, 299, 304, 309, 314, 320, 325]",154.0
minim,0.833008,4,254,560,317,582,"[['4', 0.99999166], ['5', 7.234311e-06], ['11', 6.578832e-07]]","[249, 254, 260, 265, 272, 277, 284, 289, 295, 300, 305, 310, 315, 321, 326]",156.0
minim,0.823242,3,248,587,312,608,"[['3', 1.0], ['12', 2.2019398e-12], ['4', 2.212731e-15]]","[250, 255, 261, 266, 272, 277, 284, 289, 295, 300, 305, 310, 315, 321, 326]",151.0
point,0.817871,,252,599,272,615,[],"[250, 255, 261, 266, 273, 278, 284, 289, 295, 300, 305, 310, 315, 321, 326]",148.0
semiminim,0.831055,4,254,617,318,638,"[['4', 0.9994579], ['3', 0.00051069073], ['5', 2.903328e-05]]","[250, 255, 261, 266, 273, 278, 284, 289, 295, 300, 305, 310, 315, 321, 326]",140.0
minim,0.834961,5,261,639,321,658,"[['5', 0.9999989], ['6', 1.1212652e-06], ['11', 4.8515862e-09]]","[250, 255, 261, 266, 273, 278, 284, 289, 295, 300, 305, 310, 315, 321, 326]",149.0
point,0.809082,,262,650,283,666,[],"[250, 255, 261, 266, 273, 278, 284, 289, 295, 300, 305, 310, 315, 321, 326]",145.0
semiminim,0.824219,6,264,666,325,685,"[['6', 0.94588006], ['7', 0.054035284], ['13', 5.161409e-05]]","[250, 255, 261, 266, 273, 278, 284, 289, 295, 300, 305, 310, 315, 321, 326]",144.0
minim,0.538574,7,248,682,305,704,"[['7', 0.9997993], ['6', 0.00019410098], ['2', 6.5429226e-06]]","[250, 255, 261, 266, 273, 278, 284, 289, 295, 300, 305, 310, 315, 321, 326]",149.0
minim,0.762695,8,253,698,311,718,"[['8', 0.9999969], ['7', 3.1335355e-06], ['3', 4.5374178e-12]]","[251, 256, 262, 267, 273, 278, 285, 290, 296, 301, 306, 311, 316, 322, 327]",141.0
custos,0.561035,,267,718,301,745,[],"[250, 255, 261, 266, 273, 278, 285, 290, 296, 301, 306, 311, 316, 322, 327]",158.0
