label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.747559,5,694,313,759,334,[0.99],"[698, 703, 709, 714, 719, 724, 730, 735, 741, 746, 751, 756, 761, 767, 772]",152.0
Imincut,0.794922,,702,337,769,372,[],"[698, 703, 709, 714, 720, 725, 731, 736, 741, 746, 751, 756, 761, 767, 772]",155.0
breve,0.104614,9,756,373,778,400,"[['9', 1.0], ['8', 6.604446e-11], ['7', 1.0238724e-19]]","[698, 703, 709, 714, 719, 724, 731, 736, 741, 746, 751, 756, 761, 767, 772]",173.0
breve,0.779785,9,724,373,759,400,"[['9', 0.99967897], ['8', 0.0003211015], ['7', 1.8619127e-15]]","[698, 703, 709, 714, 719, 724, 731, 736, 741, 746, 751, 756, 761, 767, 772]",164.0
breve,0.709473,11,738,405,775,431,"[['11', 0.9999976], ['12', 1.1764255e-06], ['10', 1.1612603e-06]]","[698, 703, 709, 714, 719, 724, 730, 735, 741, 746, 750, 755, 760, 766, 771]",154.0
flat,0.82959,14,713,428,764,444,"[['14', 0.99677235], ['13', 0.0032254593], ['11', 1.8488078e-06]]","[697, 702, 708, 713, 719, 724, 730, 735, 740, 745, 750, 755, 760, 766, 771]",176.0
breve,0.699219,10,730,447,768,474,"[['10', 1.0], ['11', 1.0183564e-12], ['9', 2.6302721e-14]]","[697, 702, 708, 713, 719, 724, 730, 735, 740, 745, 750, 755, 760, 766, 771]",160.0
semibreve,0.470703,5,697,477,774,496,"[['5', 0.59442866], ['1', 0.17041227], ['13', 0.1320967]]","[697, 702, 708, 713, 718, 723, 729, 734, 740, 745, 749, 754, 759, 765, 770]",147.0
semibreve,0.604004,12,748,491,774,511,"[['12', 0.9999937], ['11', 3.272801e-06], ['13', 2.9877247e-06]]","[696, 701, 707, 712, 718, 723, 729, 734, 740, 745, 752, 757, 762, 768, 773]",147.0
breve,0.802246,11,735,517,772,544,"[['11', 0.9999999], ['12', 6.854121e-08], ['10', 4.808917e-09]]","[696, 701, 707, 712, 717, 722, 729, 734, 739, 744, 749, 754, 759, 765, 770]",142.0
breve,0.847168,8,721,548,756,575,"[['8', 0.99997485], ['9', 2.5118308e-05], ['7', 7.503192e-16]]","[696, 701, 707, 712, 717, 722, 728, 733, 739, 744, 748, 753, 758, 764, 769]",158.0
longa rest,0.749512,,702,574,763,587,[],"[696, 701, 707, 712, 717, 722, 728, 733, 739, 744, 748, 753, 758, 764, 769]",159.0
longa rest,0.333496,,706,584,759,600,[],"[696, 701, 707, 712, 717, 722, 728, 733, 739, 744, 748, 753, 758, 764, 769]",153.0
semibreve,0.842773,7,709,606,747,630,"[['7', 0.7530061], ['6', 0.24693216], ['1', 2.4727971e-05]]","[696, 701, 707, 712, 717, 722, 728, 733, 738, 743, 748, 753, 758, 764, 769]",146.0
breve,0.308838,7,715,638,753,659,"[['7', 0.99438596], ['6', 0.0050370293], ['9', 0.00031954455]]","[695, 700, 706, 711, 717, 722, 728, 733, 738, 743, 748, 753, 758, 764, 769]",141.0
semibreve,0.858887,5,703,663,741,687,"[['5', 0.99999607], ['6', 3.949124e-06], ['10', 7.787451e-10]]","[695, 700, 706, 711, 717, 722, 728, 733, 738, 743, 748, 753, 758, 764, 769]",142.0
semibreve,0.824219,4,697,686,735,709,"[['4', 0.9999993], ['5', 7.56513e-07], ['1', 9.973456e-09]]","[695, 700, 706, 711, 717, 722, 728, 733, 738, 743, 748, 753, 758, 764, 769]",151.0
custos,0.436279,,695,713,734,745,[],"[695, 700, 706, 711, 717, 722, 728, 733, 738, 743, 748, 753, 758, 764, 769]",156.0
