label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.691895,9,173,301,241,322,[0.99],"[166, 171, 176, 181, 186, 191, 197, 202, 208, 213, 217, 222, 227, 232, 237]",143.0
flat,0.418457,3,146,314,196,335,"[['3', 0.99999857], ['12', 1.2523485e-06], ['7', 1.273893e-07]]","[166, 171, 176, 181, 186, 191, 197, 202, 208, 213, 217, 222, 227, 232, 237]",180.0
flat,0.730957,3,178,317,233,334,"[['3', 0.95077574], ['10', 0.04096986], ['11', 0.007982204]]","[166, 171, 176, 181, 186, 191, 197, 202, 208, 213, 217, 222, 227, 232, 237]",154.0
Imincut,0.818359,,163,337,238,373,[],"[168, 173, 178, 183, 187, 192, 198, 203, 208, 213, 218, 223, 228, 233, 238]",162.0
breve,0.457275,7,221,377,248,411,"[['7', 0.40377927], ['12', 0.16325167], ['6', 0.14643091]]","[168, 173, 178, 183, 188, 193, 198, 203, 207, 212, 217, 222, 227, 232, 237]",160.0
breve,0.761719,3,160,378,203,409,"[['3', 1.0], ['2', 3.1702582e-10], ['4', 4.9596806e-11]]","[169, 174, 179, 184, 188, 193, 198, 203, 207, 212, 217, 222, 227, 232, 237]",164.0
minim,0.770508,7,168,410,229,430,"[['7', 0.5004463], ['6', 0.38391593], ['4', 0.09051107]]","[166, 171, 176, 181, 186, 191, 197, 202, 207, 212, 217, 222, 227, 232, 237]",158.0
point,0.796875,,176,424,196,440,[],"[167, 172, 177, 182, 188, 193, 197, 202, 207, 212, 217, 222, 227, 232, 237]",150.0
point,0.796875,,176,424,196,440,[],"[167, 172, 177, 182, 186, 191, 197, 202, 207, 212, 217, 222, 227, 232, 237]",151.0
semiminim,0.850098,5,172,441,232,460,"[['5', 0.99983597], ['11', 0.00016394828], ['12', 8.830216e-10]]","[167, 172, 177, 182, 186, 191, 197, 202, 207, 212, 217, 222, 227, 232, 237]",150.0
minim,0.834961,5,166,467,228,488,"[['5', 0.61968124], ['4', 0.36395022], ['6', 0.008717887]]","[167, 172, 177, 182, 186, 191, 197, 202, 207, 212, 217, 222, 227, 232, 237]",162.0
minim,0.816895,3,163,492,228,514,"[['3', 0.99888164], ['12', 0.0007983732], ['11', 0.0001824346]]","[168, 173, 178, 183, 188, 193, 198, 203, 207, 212, 218, 223, 228, 233, 238]",163.0
point,0.76123,,164,505,186,522,[],"[168, 173, 178, 183, 187, 192, 198, 203, 208, 213, 218, 223, 228, 233, 238]",168.0
semiminim,0.846191,4,169,521,231,541,"[['4', 0.67744035], ['5', 0.31649214], ['9', 0.0039300187]]","[167, 172, 177, 182, 187, 192, 198, 203, 208, 213, 218, 223, 228, 233, 238]",150.0
semiminim,0.73584,5,174,547,236,566,"[['5', 1.0], ['11', 1.0916196e-10], ['6', 8.2731017e-13]]","[168, 173, 178, 183, 188, 193, 199, 204, 209, 214, 219, 224, 229, 234, 239]",147.0
semiminim,0.85791,6,178,569,236,588,"[['6', 0.9999778], ['7', 1.2865493e-05], ['5', 3.964985e-06]]","[168, 173, 178, 183, 188, 193, 196, 201, 207, 212, 217, 222, 227, 232, 237]",158.0
semibreve,0.714844,5,173,588,215,613,"[['5', 0.98375136], ['2', 0.013287921], ['1', 0.0025772194]]","[168, 173, 178, 183, 188, 193, 199, 204, 209, 214, 219, 224, 229, 234, 239]",154.0
semibreve,0.862305,7,180,614,217,639,"[['7', 0.8546438], ['6', 0.12973958], ['1', 0.014662151]]","[168, 173, 178, 183, 189, 194, 199, 204, 209, 214, 219, 224, 229, 234, 239]",150.0
minim,0.577637,11,176,642,234,663,"[['11', 0.98142415], ['5', 0.018528279], ['10', 4.6052406e-05]]","[168, 173, 178, 183, 189, 194, 199, 204, 210, 215, 219, 224, 229, 234, 239]",143.0
semibreve,0.768555,3,141,661,207,683,"[['3', 0.65363413], ['4', 0.34536955], ['5', 0.00092745625]]","[169, 174, 179, 184, 189, 194, 200, 205, 210, 215, 220, 225, 230, 235, 240]",152.0
semibreve,0.685059,5,182,676,208,697,"[['5', 0.9691131], ['4', 0.019924222], ['6', 0.004620675]]","[169, 174, 179, 184, 189, 194, 200, 205, 210, 215, 219, 224, 229, 234, 239]",121.0
minim,0.807129,7,180,696,242,717,"[['7', 0.46645772], ['3', 0.29386413], ['6', 0.16511764]]","[170, 175, 180, 185, 189, 194, 200, 205, 210, 215, 220, 225, 230, 235, 240]",151.0
custos,0.454102,,172,712,212,742,[],"[170, 175, 180, 185, 190, 195, 200, 205, 210, 215, 220, 225, 230, 235, 240]",169.0
