label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
f clef,0.789551,7,995,180,1065,212,[0.99],"[1373, 1382, 1391, 1400, 1409, 1418, 1425, 1434, 1444, 1453, 1462, 1471, 1480, 1489, 1498]",142.0
flat,0.254639,5,974,202,1015,215,"[['5', 0.9999397], ['6', 6.0288745e-05], ['4', 3.480426e-08]]","[1373, 1382, 1391, 1400, 1409, 1418, 1425, 1434, 1444, 1453, 1462, 1471, 1480, 1489, 1498]",160.0
flat,0.793457,11,1025,202,1064,220,"[['11', 0.9999993], ['10', 6.4321e-07], ['12', 4.8542656e-08]]","[1373, 1382, 1391, 1400, 1409, 1418, 1424, 1433, 1441, 1450, 1462, 1471, 1480, 1489, 1498]",132.0
point,0.190796,,997,204,1015,217,[],"[1373, 1382, 1391, 1400, 1409, 1418, 1425, 1434, 1444, 1453, 1462, 1471, 1480, 1489, 1498]",145.0
minim,0.836914,7,984,212,1042,227,"[['7', 1.0], ['8', 1.255455e-13], ['6', 1.1677017e-14]]","[1373, 1382, 1391, 1400, 1408, 1417, 1426, 1435, 1444, 1453, 1462, 1471, 1480, 1489, 1498]",139.0
colored semibreve,0.835449,6,999,222,1037,242,"[['6', 1.0], ['7', 7.5898993e-13], ['5', 5.3262428e-14]]","[1373, 1382, 1391, 1400, 1408, 1417, 1426, 1435, 1444, 1453, 1463, 1472, 1481, 1490, 1499]",127.0
semiminim,0.793457,7,982,239,1045,252,"[['7', 1.0], ['6', 1.0894188e-14], ['8', 3.1724322e-16]]","[1373, 1382, 1391, 1400, 1408, 1417, 1424, 1433, 1444, 1453, 1462, 1471, 1480, 1489, 1498]",130.0
semiminim,0.865234,8,987,249,1052,264,"[['8', 1.0], ['9', 9.751611e-13], ['7', 9.47487e-13]]","[1373, 1382, 1391, 1400, 1408, 1417, 1425, 1434, 1440, 1449, 1462, 1471, 1480, 1489, 1498]",134.0
semiminim,0.83252,9,990,262,1057,277,"[['9', 0.9999347], ['10', 6.482339e-05], ['3', 3.8822748e-07]]","[1373, 1382, 1391, 1400, 1408, 1417, 1426, 1435, 1444, 1453, 1461, 1470, 1479, 1488, 1497]",136.0
minim,0.788574,10,997,275,1064,292,"[['10', 0.9999802], ['11', 1.32711975e-05], ['3', 6.5591144e-06]]","[1373, 1382, 1391, 1400, 1408, 1417, 1426, 1435, 1443, 1452, 1461, 1470, 1479, 1488, 1497]",147.0
minim,0.756836,3,980,287,1047,302,"[['3', 1.0], ['8', 7.870768e-16], ['12', 5.530746e-16]]","[1372, 1381, 1390, 1399, 1408, 1417, 1426, 1435, 1443, 1452, 1461, 1470, 1479, 1488, 1497]",149.0
minim,0.793945,4,985,300,1054,315,"[['4', 1.0], ['5', 8.8252853e-13], ['3', 5.3090437e-13]]","[1372, 1381, 1390, 1399, 1408, 1417, 1424, 1433, 1443, 1452, 1461, 1470, 1479, 1488, 1497]",163.0
semibreve,0.796875,5,992,312,1027,329,"[['5', 1.0], ['4', 7.4127786e-13], ['6', 2.2707526e-13]]","[1372, 1381, 1390, 1399, 1408, 1417, 1424, 1433, 1443, 1452, 1461, 1470, 1479, 1488, 1497]",147.0
minim,0.771973,7,977,322,1044,335,"[['7', 0.9999851], ['6', 1.3705877e-05], ['8', 1.0138056e-06]]","[1372, 1381, 1390, 1399, 1406, 1415, 1424, 1433, 1443, 1452, 1461, 1470, 1479, 1488, 1497]",150.0
semibreve,0.346924,1,974,332,1020,347,"[['1', 0.8491305], ['2', 0.14880656], ['6', 0.0019855497]]","[1372, 1381, 1390, 1399, 1407, 1416, 1424, 1433, 1443, 1452, 1461, 1470, 1479, 1488, 1497]",137.0
semibreve,0.605469,4,995,342,1017,357,"[['4', 0.5917096], ['5', 0.32945788], ['3', 0.059726823]]","[1372, 1381, 1390, 1399, 1406, 1415, 1424, 1433, 1442, 1451, 1459, 1468, 1477, 1486, 1495]",141.0
minim rest,0.132568,,987,355,1047,365,[],"[1372, 1381, 1390, 1399, 1406, 1415, 1424, 1433, 1441, 1450, 1460, 1469, 1478, 1487, 1496]",141.0
colored semibreve,0.715332,3,977,360,1014,377,"[['3', 1.0], ['2', 1.1095859e-11], ['4', 3.0877508e-12]]","[1372, 1381, 1390, 1399, 1406, 1415, 1424, 1433, 1441, 1450, 1459, 1468, 1477, 1486, 1495]",137.0
semiminim,0.821289,4,987,372,1047,387,"[['4', 1.0], ['5', 6.772188e-12], ['3', 2.8022155e-12]]","[1372, 1381, 1390, 1399, 1406, 1415, 1424, 1433, 1441, 1450, 1459, 1468, 1477, 1486, 1495]",141.0
semiminim,0.838867,5,992,385,1054,399,"[['5', 1.0], ['6', 6.916952e-15], ['11', 4.6372854e-17]]","[1372, 1381, 1390, 1399, 1406, 1415, 1424, 1433, 1441, 1450, 1459, 1468, 1477, 1486, 1495]",137.0
semiminim,0.85791,6,1000,397,1059,412,"[['6', 0.9998969], ['7', 9.1573944e-05], ['5', 9.536292e-06]]","[1372, 1381, 1390, 1399, 1406, 1415, 1424, 1433, 1441, 1450, 1459, 1468, 1477, 1486, 1495]",148.0
semibreve,0.828125,2,974,402,1007,420,"[['2', 1.0], ['1', 5.862856e-11], ['13', 8.364725e-15]]","[1372, 1381, 1390, 1399, 1406, 1415, 1424, 1433, 1441, 1450, 1459, 1468, 1477, 1486, 1495]",152.0
minim,0.862305,3,979,415,1042,432,"[['3', 1.0], ['8', 8.678532e-19], ['12', 6.7148943e-21]]","[1372, 1381, 1390, 1399, 1406, 1415, 1424, 1433, 1441, 1450, 1459, 1468, 1477, 1486, 1495]",148.0
semibreve,0.722656,2,974,429,1007,445,"[['2', 1.0], ['1', 4.904274e-11], ['3', 4.1958717e-15]]","[1372, 1381, 1390, 1399, 1406, 1415, 1424, 1433, 1441, 1450, 1459, 1468, 1477, 1486, 1495]",156.0
semiminim,0.818848,3,977,440,1044,454,"[['3', 1.0], ['8', 3.9241445e-17], ['12', 2.7361284e-19]]","[1370, 1379, 1388, 1397, 1406, 1415, 1423, 1432, 1441, 1450, 1459, 1468, 1477, 1486, 1495]",142.0
semiminim,0.806641,4,987,450,1052,465,"[['4', 1.0], ['3', 6.1446253e-09], ['11', 1.5341753e-09]]","[1370, 1379, 1388, 1397, 1406, 1415, 1423, 1432, 1441, 1450, 1459, 1468, 1477, 1486, 1495]",143.0
minim,0.821777,5,992,462,1055,479,"[['5', 1.0], ['6', 2.549378e-09], ['11', 6.166598e-11]]","[1372, 1381, 1390, 1399, 1406, 1415, 1424, 1433, 1441, 1450, 1459, 1468, 1477, 1486, 1495]",149.0
semiminim,0.852051,6,974,477,1035,492,"[['6', 1.0], ['5', 1.667706e-09], ['12', 2.897339e-12]]","[1372, 1381, 1390, 1399, 1406, 1415, 1424, 1433, 1441, 1450, 1459, 1468, 1477, 1486, 1495]",147.0
semiminim,0.794922,7,977,487,1042,502,"[['7', 0.9999999], ['8', 1.1112188e-07], ['3', 1.4109054e-09]]","[1366, 1375, 1384, 1393, 1406, 1415, 1422, 1431, 1441, 1450, 1459, 1468, 1477, 1486, 1495]",147.0
semiminim,0.845215,8,984,499,1047,514,"[['8', 1.0], ['9', 2.846572e-12], ['7', 2.0618925e-13]]","[1370, 1379, 1388, 1397, 1406, 1415, 1421, 1430, 1441, 1450, 1459, 1468, 1477, 1486, 1495]",141.0
semiminim,0.825195,9,989,512,1052,527,"[['9', 1.0], ['8', 3.6849995e-10], ['10', 6.3297624e-11]]","[1370, 1379, 1388, 1397, 1406, 1415, 1422, 1431, 1441, 1450, 1458, 1467, 1476, 1485, 1494]",142.0
semibreve,0.827148,10,1022,524,1057,542,"[['10', 0.9999995], ['9', 4.5707745e-07], ['11', 9.348166e-10]]","[1370, 1379, 1388, 1397, 1405, 1414, 1423, 1432, 1440, 1449, 1458, 1467, 1476, 1485, 1494]",166.0
