label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.825684,9,367,454,412,474,[0.99],"[451, 460, 469, 478, 485, 494, 501, 510, 523, 532, 539, 548, 557, 566, 575]",142.0
flat,0.801758,4,325,457,365,472,"[['4', 0.99998784], ['5', 1.2195583e-05], ['11', 5.9243237e-09]]","[451, 460, 469, 478, 485, 494, 501, 510, 523, 532, 539, 548, 557, 566, 575]",153.0
minim,0.838867,4,327,472,392,489,"[['4', 1.0], ['5', 3.4941552e-10], ['3', 1.9119568e-10]]","[449, 458, 467, 476, 480, 489, 501, 510, 520, 529, 534, 543, 552, 561, 570]",152.0
point,0.828125,,335,482,355,499,[],"[449, 458, 467, 476, 485, 494, 502, 511, 520, 529, 539, 548, 557, 566, 575]",131.0
semiminim,0.875488,5,334,495,397,512,"[['5', 1.0], ['6', 6.535113e-15], ['11', 4.0333102e-17]]","[449, 458, 467, 476, 485, 494, 502, 511, 520, 529, 537, 546, 555, 564, 573]",137.0
semiminim,0.87207,6,340,510,404,525,"[['6', 1.0], ['5', 6.995759e-09], ['7', 5.0146354e-10]]","[449, 458, 467, 476, 485, 494, 502, 511, 520, 529, 537, 546, 555, 564, 573]",139.0
semiminim,0.864746,7,345,525,407,542,"[['7', 1.0], ['6', 7.447081e-11], ['8', 8.088858e-13]]","[449, 458, 467, 476, 484, 493, 501, 510, 519, 528, 537, 546, 555, 564, 573]",142.0
minim,0.830566,8,324,542,390,562,"[['8', 1.0], ['9', 9.093272e-15], ['7', 7.806807e-16]]","[449, 458, 467, 476, 484, 493, 501, 510, 519, 528, 537, 546, 555, 564, 573]",144.0
colored semibreve,0.824707,5,329,559,370,580,"[['5', 0.99999833], ['4', 1.6450698e-06], ['0', 9.6420406e-11]]","[449, 458, 467, 476, 484, 493, 500, 509, 519, 528, 537, 546, 555, 564, 573]",138.0
fusa,0.601562,6,317,577,379,595,"[['6', 1.0], ['5', 3.713924e-13], ['7', 6.8406423e-16]]","[448, 457, 466, 475, 483, 492, 501, 510, 518, 527, 536, 545, 554, 563, 572]",145.0
semiminim,0.875977,7,320,595,384,610,"[['7', 1.0], ['6', 3.9845887e-09], ['8', 7.58171e-13]]","[448, 457, 466, 475, 483, 492, 499, 508, 518, 527, 532, 541, 550, 559, 568]",144.0
semiminim,0.824219,8,325,610,389,627,"[['8', 0.9999999], ['9', 1.00965956e-07], ['7', 9.678363e-09]]","[447, 456, 465, 474, 483, 492, 499, 508, 516, 525, 534, 543, 552, 561, 570]",143.0
semibreve,0.674316,7,317,627,382,650,"[['7', 0.99820244], ['6', 0.0017856718], ['1', 7.669883e-06]]","[447, 456, 465, 474, 481, 490, 499, 508, 516, 525, 534, 543, 552, 561, 570]",146.0
semibreve,0.533203,7,315,650,382,670,"[['7', 0.9822565], ['1', 0.017383162], ['6', 0.00022136777]]","[447, 456, 465, 474, 481, 490, 498, 507, 516, 525, 534, 543, 552, 561, 570]",150.0
semibreve,0.410889,8,330,672,389,699,"[['8', 0.93825126], ['7', 0.057252485], ['1', 0.004095477]]","[445, 454, 463, 472, 480, 489, 498, 507, 516, 525, 533, 542, 551, 560, 569]",142.0
minim,0.790039,9,327,697,392,717,"[['9', 0.9999999], ['10', 1.669076e-07], ['8', 2.3132305e-09]]","[444, 453, 462, 471, 480, 489, 496, 505, 515, 524, 533, 542, 551, 560, 569]",146.0
longa,0.875977,8,347,715,412,735,"[['8', 1.0], ['9', 4.584143e-13], ['7', 8.1862624e-18]]","[444, 453, 462, 471, 480, 489, 497, 506, 515, 524, 533, 542, 551, 560, 569]",151.0
barline,0.826172,,322,732,400,752,[],"[444, 453, 462, 471, 478, 487, 497, 506, 515, 524, 532, 541, 550, 559, 568]",154.0
fermata,0.108887,,317,755,350,782,[],"[444, 453, 462, 471, 478, 487, 497, 506, 513, 522, 532, 541, 550, 559, 568]",189.0
fermata,0.108887,,317,755,350,782,[],"[442, 451, 460, 469, 478, 487, 496, 505, 513, 522, 532, 541, 550, 559, 568]",188.0
