label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.716309,3,635,121,695,147,[0.99],"[633, 639, 645, 651, 658, 664, 670, 676, 682, 688, 695, 701, 707, 713, 719]",129.0
semibreve rest,0.79541,,644,159,712,173,[],"[634, 640, 646, 652, 659, 665, 671, 677, 683, 689, 695, 701, 707, 713, 719]",131.0
semibreve,0.858398,8,662,175,702,198,"[['8', 1.0], ['7', 5.3952603e-10], ['9', 1.6051714e-11]]","[634, 640, 646, 652, 659, 665, 671, 677, 683, 689, 695, 701, 707, 713, 719]",127.0
minim,0.835449,12,668,198,723,217,"[['12', 1.0], ['11', 4.3936085e-10], ['13', 2.922334e-10]]","[635, 641, 647, 653, 659, 665, 671, 677, 683, 689, 696, 702, 708, 714, 720]",131.0
point,0.768066,,698,211,718,226,[],"[635, 641, 647, 653, 659, 665, 671, 677, 683, 689, 696, 702, 708, 714, 720]",126.0
semiminim,0.854004,11,657,226,721,245,"[['11', 1.0], ['12', 1.1995453e-10], ['10', 1.4322666e-12]]","[635, 641, 647, 653, 659, 665, 671, 677, 683, 689, 696, 702, 708, 714, 720]",123.0
minim,0.835938,10,652,247,713,266,"[['10', 1.0], ['11', 6.9148887e-09], ['9', 5.386829e-10]]","[635, 641, 647, 653, 659, 665, 671, 677, 683, 689, 696, 702, 708, 714, 720]",133.0
minim,0.690918,9,648,266,708,284,"[['9', 0.9999523], ['8', 3.0833304e-05], ['10', 1.6652491e-05]]","[635, 641, 647, 653, 660, 666, 672, 678, 684, 690, 696, 702, 708, 714, 720]",132.0
point,0.290283,,653,266,706,285,[],"[635, 641, 647, 653, 660, 666, 672, 678, 684, 690, 696, 702, 708, 714, 720]",131.0
point,0.820312,,673,277,696,292,[],"[635, 641, 647, 653, 660, 666, 672, 678, 684, 690, 696, 702, 708, 714, 720]",132.0
point,0.820312,,673,277,696,292,[],"[635, 641, 647, 653, 660, 666, 672, 678, 684, 690, 696, 702, 708, 714, 720]",132.0
semiminim,0.856445,10,655,290,715,309,"[['10', 0.99999654], ['11', 2.7481458e-06], ['9', 7.268007e-07]]","[635, 641, 647, 653, 660, 666, 672, 678, 684, 690, 696, 702, 708, 714, 720]",124.0
minim,0.844238,12,666,308,726,327,"[['12', 0.6385357], ['13', 0.36059946], ['7', 0.0008498302]]","[636, 642, 648, 654, 660, 666, 672, 678, 684, 690, 696, 702, 708, 714, 720]",131.0
minim,0.841797,9,648,328,709,345,"[['9', 0.99823195], ['10', 0.0017679222], ['8', 1.067871e-07]]","[636, 642, 648, 654, 660, 666, 672, 678, 684, 690, 697, 703, 709, 715, 721]",134.0
minim,0.836426,7,638,349,698,368,"[['7', 1.0], ['8', 1.7274343e-10], ['6', 1.7362985e-12]]","[636, 642, 648, 654, 660, 666, 672, 678, 684, 690, 697, 703, 709, 715, 721]",136.0
point,0.325928,,650,355,689,374,[],"[636, 642, 648, 654, 660, 666, 672, 678, 684, 690, 697, 703, 709, 715, 721]",130.0
point,0.825684,,661,361,684,377,[],"[636, 642, 648, 654, 660, 666, 672, 678, 684, 690, 697, 703, 709, 715, 721]",130.0
