label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
g clef,0.705566,9,231,305,292,342,[1.0],"[222, 227, 233, 238, 245, 250, 255, 260, 266, 271, 276, 281, 286, 292, 297]",151.0
g clef,0.809082,9,219,483,296,519,[1.0],"[219, 224, 230, 235, 241, 246, 253, 258, 263, 268, 273, 278, 283, 289, 294]",162.0
flat,0.78418,7,219,521,269,538,"[['7', 0.99972504], ['6', 0.0002748443], ['12', 1.0450169e-07]]","[218, 223, 229, 234, 240, 245, 251, 256, 262, 267, 272, 277, 282, 288, 293]",160.0
Imincut,0.8125,,217,534,290,571,[],"[218, 223, 229, 234, 240, 245, 251, 256, 261, 266, 271, 276, 281, 287, 292]",162.0
longa rest,0.762695,,220,569,286,583,[],"[216, 221, 227, 232, 238, 243, 249, 254, 260, 265, 270, 275, 280, 286, 291]",161.0
longa rest,0.64209,,218,581,284,594,[],"[216, 221, 227, 232, 238, 243, 249, 254, 259, 264, 269, 274, 279, 285, 290]",156.0
longa rest,0.771484,,217,592,284,606,[],"[215, 220, 226, 231, 237, 242, 249, 254, 259, 264, 269, 274, 279, 285, 290]",165.0
longa,0.813477,7,230,617,295,646,"[['7', 1.0], ['8', 1.0156465e-16], ['6', 6.6394055e-19]]","[214, 219, 225, 230, 236, 241, 249, 254, 258, 263, 268, 273, 278, 284, 289]",159.0
semibreve,0.69043,7,201,651,261,671,"[['7', 0.9385639], ['1', 0.042348344], ['2', 0.013065143]]","[213, 218, 224, 229, 235, 240, 246, 251, 257, 262, 267, 272, 277, 283, 288]",168.0
semibreve,0.741699,6,227,667,254,687,"[['6', 0.95482236], ['5', 0.025275711], ['1', 0.010046565]]","[213, 218, 224, 229, 234, 239, 246, 251, 256, 261, 267, 272, 277, 283, 288]",134.0
point,0.769043,,224,684,244,699,[],"[213, 218, 224, 229, 235, 240, 246, 251, 256, 261, 267, 272, 277, 283, 288]",140.0
point,0.769043,,224,684,244,699,[],"[213, 218, 224, 229, 235, 240, 246, 251, 256, 261, 267, 272, 277, 283, 288]",140.0
minim,0.84668,1,220,702,285,724,"[['1', 0.74617165], ['6', 0.15015534], ['5', 0.08161831]]","[213, 218, 224, 229, 235, 240, 246, 251, 256, 261, 266, 271, 276, 282, 287]",151.0
semibreve,0.825684,5,218,727,260,753,"[['5', 0.999998], ['6', 2.0659506e-06], ['2', 1.2360052e-09]]","[212, 217, 223, 228, 234, 239, 246, 251, 256, 261, 266, 271, 276, 282, 287]",157.0
semibreve,0.876465,5,218,753,261,779,"[['5', 0.9999727], ['6', 2.72471e-05], ['1', 7.281788e-10]]","[212, 217, 223, 228, 234, 239, 246, 251, 256, 261, 266, 271, 276, 282, 287]",153.0
semibreve,0.814453,4,215,788,253,811,"[['4', 0.99999726], ['5', 2.786156e-06], ['1', 9.452998e-10]]","[212, 217, 223, 228, 234, 239, 246, 251, 256, 261, 266, 271, 276, 282, 287]",151.0
point,0.810059,,223,804,245,821,[],"[213, 218, 224, 229, 235, 240, 246, 251, 256, 261, 266, 271, 276, 282, 287]",142.0
minim,0.868652,12,220,819,287,840,"[['12', 0.48561767], ['6', 0.43325588], ['7', 0.040667042]]","[213, 218, 224, 229, 235, 240, 247, 252, 257, 262, 267, 272, 277, 283, 288]",139.0
breve,0.848633,6,223,840,262,865,"[['6', 0.9998646], ['5', 0.00013537431], ['7', 2.2164337e-13]]","[214, 219, 225, 230, 236, 241, 247, 252, 258, 263, 268, 273, 278, 284, 289]",138.0
semibreve,0.844238,6,230,865,269,887,"[['6', 0.9987198], ['7', 0.0012791258], ['0', 7.4646215e-07]]","[216, 221, 227, 232, 239, 244, 249, 254, 260, 265, 270, 275, 280, 286, 291]",137.0
custos,0.463135,,229,883,266,908,[],"[219, 224, 230, 235, 241, 246, 250, 255, 262, 267, 272, 277, 282, 288, 293]",160.0
