label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
c clef,0.746094,9,438,155,500,173,[0.99],"[423, 428, 434, 439, 442, 447, 454, 459, 466, 471, 474, 479, 484, 490, 495]",141.0
flat,0.749512,3,416,169,448,186,"[['3', 1.0], ['12', 1.5467868e-12], ['4', 3.3830983e-15]]","[420, 425, 431, 436, 442, 447, 454, 459, 464, 469, 474, 479, 484, 490, 495]",151.0
flat,0.822266,7,450,170,491,184,"[['7', 0.5428805], ['10', 0.44546404], ['11', 0.004439369]]","[420, 425, 431, 436, 442, 447, 454, 459, 464, 469, 474, 479, 484, 490, 495]",149.0
minim,0.812988,6,433,190,491,209,"[['6', 0.9999466], ['7', 5.056119e-05], ['12', 1.7837212e-06]]","[418, 423, 429, 434, 441, 446, 453, 458, 463, 468, 473, 478, 483, 489, 494]",149.0
minim,0.779297,5,428,213,487,234,"[['5', 0.9999993], ['11', 6.574317e-07], ['6', 6.2740675e-08]]","[417, 422, 428, 433, 440, 445, 452, 457, 463, 468, 473, 478, 483, 489, 494]",149.0
minim,0.833984,4,422,237,483,256,"[['4', 1.0], ['3', 1.3284502e-09], ['5', 1.6078196e-10]]","[418, 423, 429, 434, 441, 446, 452, 457, 463, 468, 473, 478, 483, 489, 494]",149.0
point,0.824707,,430,249,452,265,[],"[420, 425, 431, 436, 441, 446, 452, 457, 463, 468, 473, 478, 483, 489, 494]",153.0
semiminim,0.860352,5,428,265,486,284,"[['5', 1.0], ['6', 6.526743e-11], ['11', 1.1839217e-12]]","[418, 423, 429, 434, 441, 446, 452, 457, 463, 468, 473, 478, 483, 489, 494]",143.0
semibreve,0.87793,1,427,288,468,311,"[['1', 0.9931693], ['5', 0.006729354], ['2', 0.000100856305]]","[419, 424, 430, 435, 441, 446, 453, 458, 464, 469, 474, 479, 484, 490, 495]",151.0
semiminim,0.85498,6,434,309,492,328,"[['6', 0.99997187], ['7', 2.7512522e-05], ['12', 4.5512357e-07]]","[419, 424, 430, 435, 442, 447, 454, 459, 464, 469, 475, 480, 485, 491, 496]",143.0
semiminim,0.85791,8,441,330,499,349,"[['8', 0.5048016], ['7', 0.49515644], ['13', 3.614138e-05]]","[420, 425, 431, 436, 443, 448, 455, 460, 465, 470, 475, 480, 485, 491, 496]",147.0
semibreve,0.76123,7,419,355,473,373,"[['7', 0.99991596], ['6', 7.288771e-05], ['1', 3.124658e-06]]","[421, 426, 432, 437, 444, 449, 455, 460, 466, 471, 476, 481, 486, 492, 497]",169.0
semibreve,0.65625,6,448,369,475,391,"[['6', 0.9978083], ['7', 0.0021894828], ['8', 1.6571693e-06]]","[421, 426, 432, 437, 443, 448, 455, 460, 467, 472, 477, 482, 487, 493, 498]",129.0
semibreve,0.852051,8,447,396,488,419,"[['8', 0.9998703], ['9', 0.0001295232], ['1', 6.738122e-08]]","[422, 427, 433, 438, 445, 450, 457, 462, 468, 473, 478, 483, 488, 494, 499]",154.0
semibreve rest,0.771973,,430,418,494,430,[],"[423, 428, 434, 439, 446, 451, 457, 462, 469, 474, 479, 484, 489, 495, 500]",159.0
minim rest,0.69873,,429,429,494,442,[],"[423, 428, 434, 439, 446, 451, 458, 463, 469, 474, 479, 484, 489, 495, 500]",161.0
minim,0.833496,5,433,444,495,466,"[['5', 0.9957118], ['6', 0.0042487406], ['11', 2.8510807e-05]]","[424, 429, 435, 440, 447, 452, 458, 463, 469, 474, 479, 484, 489, 495, 500]",152.0
minim,0.846191,5,435,472,498,493,"[['5', 1.0], ['6', 3.399112e-08], ['12', 6.017324e-09]]","[424, 429, 435, 440, 447, 452, 459, 464, 469, 474, 479, 484, 489, 495, 500]",148.0
minim,0.84082,5,433,498,497,519,"[['5', 0.9490374], ['11', 0.050946135], ['1', 7.1373834e-06]]","[425, 430, 436, 441, 448, 453, 460, 465, 470, 475, 480, 485, 490, 496, 501]",154.0
semibreve,0.851562,6,439,525,480,548,"[['6', 0.7649325], ['7', 0.23506616], ['0', 5.01542e-07]]","[426, 431, 437, 442, 449, 454, 460, 465, 471, 476, 481, 486, 491, 497, 502]",153.0
point,0.805176,,448,541,471,557,[],"[426, 431, 437, 442, 449, 454, 461, 466, 472, 477, 482, 487, 492, 498, 503]",143.0
minim,0.863281,8,427,556,488,579,"[['8', 0.83000064], ['3', 0.16994585], ['2', 3.483105e-05]]","[427, 432, 438, 443, 450, 455, 461, 466, 472, 477, 482, 487, 492, 498, 503]",150.0
breve,0.870117,9,453,585,493,616,"[['9', 0.9931611], ['8', 0.006838966], ['7', 2.0845034e-17]]","[427, 432, 438, 443, 450, 455, 462, 467, 473, 478, 483, 488, 493, 499, 504]",151.0
longa,0.654785,9,460,618,497,648,"[['9', 0.9998343], ['8', 0.00016571961], ['4', 5.6979914e-09]]","[428, 433, 439, 444, 451, 456, 463, 468, 473, 478, 484, 489, 494, 500, 505]",155.0
fermata,0.630371,,431,620,469,648,[],"[429, 434, 440, 445, 452, 457, 464, 469, 475, 480, 485, 490, 495, 501, 506]",168.0
fermata,0.630371,,431,620,469,648,[],"[429, 434, 440, 445, 452, 457, 464, 469, 475, 480, 485, 490, 495, 501, 506]",168.0
barline,0.72998,,434,645,504,664,[],"[429, 434, 440, 445, 452, 457, 464, 469, 475, 480, 485, 490, 495, 501, 506]",158.0
