label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
g clef,0.77002,9,474,295,550,329,[1.0],"[470, 476, 482, 488, 495, 501, 506, 512, 517, 523, 528, 534, 540, 546, 552]",151.0
fermata,0.107788,,474,295,515,329,[],"[470, 476, 482, 488, 495, 501, 506, 512, 517, 523, 528, 534, 540, 546, 552]",159.0
minim,0.846191,8,471,337,540,359,"[['8', 1.0], ['9', 3.7134218e-09], ['7', 1.0631301e-09]]","[471, 477, 483, 489, 495, 501, 507, 513, 518, 524, 531, 537, 543, 549, 555]",155.0
point,0.811035,,507,352,530,370,[],"[471, 477, 483, 489, 495, 501, 506, 512, 518, 524, 528, 534, 540, 546, 552]",151.0
semiminim,0.872559,7,471,375,537,397,"[['7', 0.9998895], ['8', 8.430552e-05], ['3', 2.217181e-05]]","[472, 478, 484, 490, 496, 502, 507, 513, 518, 524, 531, 537, 543, 549, 555]",156.0
semiminim,0.850586,6,487,402,550,423,"[['6', 1.0], ['5', 6.608794e-11], ['7', 1.7916314e-14]]","[472, 478, 484, 490, 496, 502, 507, 513, 518, 524, 532, 538, 544, 550, 556]",152.0
semiminim,0.86377,5,480,427,547,449,"[['5', 1.0], ['6', 5.4665938e-12], ['11', 3.2454911e-12]]","[472, 478, 484, 490, 496, 502, 508, 514, 519, 525, 532, 538, 544, 550, 556]",148.0
minim,0.787109,4,477,462,542,483,"[['4', 1.0], ['5', 2.7938698e-15], ['3', 1.3012245e-15]]","[472, 478, 484, 490, 496, 502, 508, 514, 518, 524, 532, 538, 544, 550, 556]",160.0
point,0.809082,,484,476,507,492,[],"[472, 478, 484, 490, 496, 502, 508, 514, 519, 525, 532, 538, 544, 550, 556]",160.0
point,0.809082,,484,476,507,492,[],"[472, 478, 484, 490, 496, 502, 508, 514, 519, 525, 532, 538, 544, 550, 556]",160.0
semiminim,0.85791,5,480,496,546,517,"[['5', 1.0], ['11', 1.8749441e-10], ['6', 1.9398528e-13]]","[472, 478, 484, 490, 496, 502, 508, 514, 519, 525, 532, 538, 544, 550, 556]",147.0
minim,0.849609,6,488,530,551,551,"[['6', 1.0], ['5', 1.7074199e-10], ['7', 1.1028715e-12]]","[472, 478, 484, 490, 496, 502, 508, 514, 519, 525, 532, 538, 544, 550, 556]",159.0
point,0.794922,,497,543,520,559,[],"[472, 478, 484, 490, 496, 502, 507, 513, 519, 525, 529, 535, 541, 547, 553]",152.0
semiminim,0.869629,7,472,561,536,582,"[['7', 0.9999863], ['8', 1.3720842e-05], ['6', 3.971213e-08]]","[472, 478, 484, 490, 496, 502, 507, 513, 519, 525, 529, 535, 541, 547, 553]",144.0
semibreve,0.850098,8,498,587,539,613,"[['8', 1.0], ['7', 1.0503021e-08], ['4', 6.2630026e-11]]","[472, 478, 484, 490, 496, 502, 507, 513, 519, 525, 532, 538, 544, 550, 556]",157.0
minim,0.864258,9,478,612,543,635,"[['9', 0.7440429], ['10', 0.25459242], ['3', 0.0013426244]]","[472, 478, 484, 490, 496, 502, 508, 514, 519, 525, 530, 536, 542, 548, 554]",157.0
semibreve,0.824219,8,498,641,539,667,"[['8', 1.0], ['7', 2.5962569e-08], ['4', 2.4323213e-10]]","[472, 478, 484, 490, 496, 502, 507, 513, 519, 525, 532, 538, 544, 550, 556]",161.0
minim rest,0.809082,,478,669,544,684,[],"[472, 478, 484, 490, 496, 502, 508, 514, 519, 525, 532, 538, 544, 550, 556]",156.0
semibreve,0.882812,7,485,688,530,714,"[['7', 0.93514127], ['6', 0.06485874], ['0', 4.9738464e-08]]","[472, 478, 484, 490, 496, 502, 508, 514, 519, 525, 532, 538, 544, 550, 556]",160.0
minim,0.861816,6,487,718,549,740,"[['6', 0.9999987], ['7', 1.1009398e-06], ['12', 2.0791424e-07]]","[472, 478, 484, 490, 496, 502, 507, 513, 519, 525, 529, 535, 541, 547, 553]",156.0
minim,0.840332,6,487,746,549,769,"[['6', 0.9999988], ['7', 7.221338e-07], ['12', 2.234009e-07]]","[472, 478, 484, 490, 496, 502, 507, 513, 519, 525, 529, 535, 541, 547, 553]",156.0
minim,0.778809,8,475,773,539,797,"[['8', 1.0], ['9', 2.729343e-11], ['7', 2.2311402e-12]]","[472, 478, 484, 490, 496, 502, 508, 514, 519, 525, 530, 536, 542, 548, 554]",149.0
custos,0.130249,,490,796,523,819,[],"[473, 479, 485, 491, 497, 503, 508, 514, 519, 525, 530, 536, 542, 548, 554]",176.0
point,0.132935,,495,834,521,849,[],"[466, 472, 478, 484, 487, 493, 502, 508, 514, 520, 527, 533, 539, 545, 551]",157.0
point,0.132935,,495,834,521,849,[],"[466, 472, 478, 484, 490, 496, 503, 509, 514, 520, 527, 533, 539, 545, 551]",154.0
point,0.313232,,501,840,516,852,[],"[465, 471, 477, 483, 491, 497, 504, 510, 514, 520, 527, 533, 539, 545, 551]",157.0
point,0.313232,,501,840,516,852,[],"[466, 472, 478, 484, 492, 498, 504, 510, 514, 520, 528, 534, 540, 546, 552]",157.0
semibreve,0.64502,10,505,848,539,865,"[['10', 0.7255656], ['14', 0.27085942], ['5', 0.0028180666]]","[468, 474, 480, 486, 490, 496, 502, 508, 515, 521, 524, 530, 536, 542, 548]",139.0
minim,0.719727,11,481,862,546,880,"[['11', 0.99879164], ['12', 0.0012070116], ['5', 8.496632e-07]]","[459, 465, 471, 477, 487, 493, 498, 504, 511, 517, 522, 528, 534, 540, 546]",136.0
barline,0.246704,,489,889,550,903,[],"[461, 467, 473, 479, 485, 491, 498, 504, 511, 517, 523, 529, 535, 541, 547]",146.0
barline,0.136719,,475,932,534,945,[],"[462, 468, 474, 480, 486, 492, 498, 504, 510, 516, 524, 530, 536, 542, 548]",140.0
