label,"dur_prob,",staff position,ymin,xmin,ymax,xmax,classes_and_prob,correct_staff,foreground
g clef,0.819336,9,415,324,484,355,[1.0],"[410, 415, 421, 426, 429, 434, 442, 447, 453, 458, 463, 468, 473, 479, 484]",149.0
flat,0.80127,7,412,356,464,373,"[['7', 1.0], ['6', 1.0670189e-08], ['8', 2.089806e-09]]","[409, 414, 420, 425, 431, 436, 442, 447, 452, 457, 462, 467, 472, 478, 483]",143.0
minim,0.851562,7,404,381,468,404,"[['7', 0.99996674], ['8', 3.33065e-05], ['6', 1.6858254e-09]]","[409, 414, 420, 425, 431, 436, 442, 447, 452, 457, 462, 467, 472, 478, 483]",146.0
minim,0.1073,0,410,405,460,421,"[['0', 0.693842], ['6', 0.29028562], ['7', 0.015137048]]","[408, 413, 419, 424, 430, 435, 441, 446, 452, 457, 462, 467, 472, 478, 483]",170.0
semibreve,0.548828,6,423,414,458,437,"[['6', 0.9894259], ['7', 0.010572063], ['0', 1.8026146e-06]]","[408, 413, 419, 424, 430, 435, 441, 446, 452, 457, 462, 467, 472, 478, 483]",152.0
minim,0.850098,7,402,440,466,462,"[['7', 0.9979963], ['8', 0.0019772039], ['6', 1.6523325e-05]]","[408, 413, 419, 424, 430, 435, 441, 446, 451, 456, 461, 466, 471, 477, 482]",141.0
semibreve,0.791992,8,399,468,466,489,"[['8', 0.9801311], ['9', 0.019852282], ['2', 7.767451e-06]]","[408, 413, 419, 424, 430, 435, 441, 446, 451, 456, 461, 466, 471, 477, 482]",156.0
semibreve,0.760254,9,443,486,470,506,"[['9', 0.9879909], ['13', 0.008576507], ['12', 0.002822164]]","[408, 413, 419, 424, 429, 434, 440, 445, 452, 457, 461, 466, 471, 477, 482]",133.0
minim,0.836426,10,416,510,478,530,"[['10', 0.9931995], ['11', 0.0066980384], ['9', 0.00010093963]]","[407, 412, 418, 423, 429, 434, 440, 445, 450, 455, 460, 465, 470, 476, 481]",152.0
semibreve,0.833496,9,436,534,474,558,"[['9', 0.86917657], ['10', 0.13082343], ['11', 2.605841e-09]]","[406, 411, 417, 422, 428, 433, 440, 445, 450, 455, 460, 465, 470, 476, 481]",152.0
minim rest,0.726074,,412,557,475,569,[],"[406, 411, 417, 422, 427, 432, 439, 444, 449, 454, 459, 464, 469, 475, 480]",164.0
semibreve,0.605957,7,424,569,463,593,"[['7', 0.82609826], ['2', 0.16822042], ['1', 0.0049025]]","[406, 411, 417, 422, 427, 432, 438, 443, 449, 454, 459, 464, 469, 475, 480]",148.0
point,0.73584,,426,583,445,599,[],"[405, 410, 416, 421, 427, 432, 438, 443, 449, 454, 459, 464, 469, 475, 480]",137.0
point,0.73584,,426,583,445,599,[],"[405, 410, 416, 421, 427, 432, 438, 443, 449, 454, 459, 464, 469, 475, 480]",137.0
minim,0.806641,8,407,597,466,617,"[['8', 0.99999845], ['3', 1.3065329e-06], ['9', 2.2678994e-07]]","[405, 410, 416, 421, 427, 432, 437, 442, 449, 454, 458, 463, 468, 474, 479]",145.0
point,0.312012,,424,613,445,627,[],"[405, 410, 416, 421, 426, 431, 438, 443, 448, 453, 458, 463, 468, 474, 479]",150.0
point,0.312012,,424,613,445,627,[],"[405, 410, 416, 421, 426, 431, 438, 443, 448, 453, 458, 463, 468, 474, 479]",150.0
semibreve,0.719727,6,416,625,456,650,"[['6', 0.952037], ['0', 0.027900143], ['1', 0.012945775]]","[405, 410, 416, 421, 426, 431, 438, 443, 448, 453, 458, 463, 468, 474, 479]",152.0
Pmin,1.0,,411,651,450,677,[],"[404, 409, 415, 420, 426, 431, 437, 442, 448, 453, 457, 462, 467, 473, 478]",148.0
semibreve,0.430664,5,409,678,450,704,"[['5', 0.9999999], ['4', 1.55648e-07], ['1', 1.87673e-09]]","[404, 409, 415, 420, 425, 430, 437, 442, 447, 452, 457, 462, 467, 473, 478]",146.0
semibreve,0.859375,9,432,709,472,735,"[['9', 0.99128574], ['10', 0.008710146], ['13', 1.7033515e-06]]","[403, 408, 414, 419, 425, 430, 436, 441, 447, 452, 457, 462, 467, 473, 478]",142.0
point,0.864746,,420,733,448,749,[],"[403, 408, 414, 419, 425, 430, 436, 441, 447, 452, 457, 462, 467, 473, 478]",161.0
minim,0.103943,9,405,739,464,761,"[['9', 0.91972613], ['8', 0.07831576], ['2', 0.0011954553]]","[403, 408, 414, 419, 425, 430, 436, 441, 447, 452, 456, 461, 466, 472, 477]",144.0
minim,0.848633,7,402,763,460,784,"[['7', 0.9995703], ['8', 0.0003100902], ['3', 0.000118167205]]","[403, 408, 414, 419, 424, 429, 436, 441, 447, 452, 456, 461, 466, 472, 477]",147.0
point,0.849121,,414,771,453,793,[],"[403, 408, 414, 419, 425, 430, 436, 441, 446, 451, 456, 461, 466, 472, 477]",148.0
point,0.165039,,423,778,447,794,[],"[403, 408, 414, 419, 425, 430, 436, 441, 447, 452, 456, 461, 466, 472, 477]",151.0
point,0.816406,,423,778,447,796,[],"[403, 408, 414, 419, 425, 430, 436, 441, 447, 452, 456, 461, 466, 472, 477]",151.0
semiminim,0.808105,8,407,795,464,814,"[['8', 1.0], ['9', 9.6439425e-09], ['3', 1.8073029e-10]]","[403, 408, 414, 419, 425, 430, 436, 441, 447, 452, 457, 462, 467, 473, 478]",145.0
semiminim,0.876465,8,404,817,467,835,"[['8', 0.999619], ['3', 0.00033927243], ['7', 2.429454e-05]]","[404, 409, 415, 420, 425, 430, 436, 441, 447, 452, 457, 462, 467, 473, 478]",144.0
fusa,0.869629,9,404,838,475,857,"[['9', 0.8692499], ['3', 0.101494], ['8', 0.02053837]]","[404, 409, 415, 420, 426, 431, 437, 442, 447, 452, 457, 462, 467, 473, 478]",137.0
fusa,0.741699,10,409,854,479,871,"[['10', 0.9771936], ['11', 0.02228459], ['3', 0.00038738456]]","[406, 411, 417, 422, 426, 431, 438, 443, 448, 453, 458, 463, 468, 474, 479]",139.0
semibreve,0.732422,9,438,871,471,890,"[['9', 0.9971731], ['10', 0.002826822], ['13', 1.1557765e-07]]","[406, 411, 417, 422, 427, 432, 439, 444, 449, 454, 459, 464, 469, 475, 480]",141.0
custos,0.453125,,437,888,472,910,[],"[407, 412, 418, 423, 429, 434, 438, 443, 450, 455, 459, 464, 469, 475, 480]",152.0
g clef,0.50293,9,397,945,434,962,[1.0],"[402, 407, 413, 418, 424, 429, 433, 438, 445, 450, 456, 461, 466, 472, 477]",127.0
minim,0.126343,7,401,960,455,973,"[['7', 0.7400524], ['8', 0.23550181], ['4', 0.022968788]]","[398, 403, 409, 414, 421, 426, 430, 435, 441, 446, 453, 458, 463, 469, 474]",138.0
minim,0.408203,3,396,970,450,983,"[['3', 1.0], ['4', 1.0653396e-11], ['1', 4.0963205e-12]]","[395, 400, 406, 411, 418, 423, 428, 433, 439, 444, 448, 453, 458, 464, 469]",131.0
semibreve,0.73584,3,394,981,424,993,"[['3', 1.0], ['2', 1.8344391e-08], ['4', 6.306312e-11]]","[394, 399, 405, 410, 415, 420, 428, 433, 437, 442, 448, 453, 458, 464, 469]",113.0
